symbol,P53KO-O1,p53KO-O-CAS1,p53KO-O-RAS1,WT-O1
2010106E10Rik,0.0,0.0,0.0,1.0
2010107E04Rik,1.0,0.6633210551502219,0.28993711924655025,0.2634652311456045
2010107G12Rik,0.05001515470569418,1.0,0.10734015715064572,0.03975563426990375
2010107G23Rik,0.7188940367350604,0.5759978449444818,0.9098314633799759,1.0
2010109A12Rik,1.0,0.6151981524457371,0.46224826453618617,0.4891518550430643
2010109I03Rik,0.33343436470462784,1.0,0.42936062860258273,0.03786250882847975
2010111I01Rik,1.0,0.9692440429617121,0.648805393508286,0.4391833488424992
2010300C02Rik,0.2390968371296599,1.0,0.07539991526679501,0.07757196930712926
2200002D01Rik,1.0,0.9455454901738028,0.5589167948158938,0.317422459048597
2200002J24Rik,0.0,1.0,0.0,0.13251878089967914
2210010C04Rik,0.0,1.0,0.0,0.0
2210013O21Rik,0.39867152301640285,1.0,0.13845324617981836,0.0749019196389491
2210016F16Rik,1.0,0.7606618363261973,0.9083689696366425,0.8578773478734267
2210016L21Rik,0.5456976263742263,1.0,0.4411088458879891,0.3997659333168603
2210018M11Rik,0.4781624702478835,1.0,0.40808136483490876,0.38452691819810975
2210404O09Rik,0.2616954559348443,1.0,0.12577230534823133,0.04497607109322445
2210407C18Rik,0.0,0.0,1.0,0.9259264036223883
2210408I21Rik,0.5719818224321408,1.0,0.5538295342347146,0.4652255074137673
2300002M23Rik,,,,
2300003K06Rik,,,,
2300005B03Rik,,,,
2300009A05Rik,1.0,0.7960406767316839,0.7766712015843147,0.6637271588471635
2310002L09Rik,,,,
2310003H01Rik,0.7725999046982976,1.0,0.6086165570450129,0.6267637768595165
2310005G13Rik,1.0,0.9996969977243226,0.42923053135503,0.3974358822224897
2310007B03Rik,0.11436950584421418,0.22866970324735056,0.22090897693945916,1.0
2310007L24Rik,0.006668687294092557,1.0,0.0,0.0
2310009B15Rik,0.8293111122140743,1.0,0.38427514135005275,0.462116774419394
2310011J03Rik,0.650614589896318,1.0,0.3853028856729884,0.42678685214068507
2310014L17Rik,0.19183894955608724,1.0,0.22350279297120748,0.1887938796378991
2310022A10Rik,0.5222311738943882,1.0,0.31206249142196674,0.26605498046269555
2310022B05Rik,1.0,0.60630219658692,0.6841510841007328,0.651748678107355
2310030G06Rik,1.0,0.6268273464511742,0.9592904702549055,0.6898707722499163
2310033P09Rik,0.5967473394069949,1.0,0.4127758832917534,0.41689384720800354
2310034C09Rik,,,,
2310035C23Rik,0.5774086107205955,1.0,0.3164004215464201,0.3255840430960599
2310036O22Rik,0.7629811554441004,1.0,0.5811178404870835,0.49686310396251737
2310039H08Rik,1.0,0.8667299642861732,0.7294820106231817,0.9641464115920645
2310042E22Rik,0.043491438874516675,1.0,0.0746714136700144,0.0
2310045N01Rik,0.6577868595534877,1.0,0.5886305894071727,0.6527967961828554
2310047M10Rik,0.8940824420666287,1.0,0.6023730337989822,0.5166555002164708
2310050C09Rik,,,,
2310057J18Rik,1.0,0.0,0.0,0.0
2310057M21Rik,0.6893980783757846,1.0,0.23643845426426016,0.27533462923413077
2310057N15Rik,,,,
2310061I04Rik,1.0,0.9834591978838724,0.6097099334448557,0.6457876333262766
2310061N02Rik,,,,
2310067B10Rik,0.6370305542879899,1.0,0.714481949594683,0.7743886362565091
2310079G19Rik,,,,
2410002F23Rik,0.31265704885812806,1.0,0.1779727630523667,0.08383167146644709
2410004B18Rik,0.5712829717638688,1.0,0.25407229612233145,0.19556313121056948
2410004P03Rik,0.2329750395068865,0.9316177901589595,1.0,0.0
2410012M07Rik,,,,
2410015M20Rik,1.0,0.8632268991216767,0.39055313914282147,0.5185234703573818
2410016O06Rik,0.5601995702308176,1.0,0.3432323593303272,0.32966640796519736
2410089E03Rik,0.647438631153835,1.0,0.3525135650025368,0.3400533961483963
2410124H12Rik,,,,
2410127L17Rik,0.9476213316800575,1.0,0.289497380923848,0.413065692869351
2410131K14Rik,0.32074205794247224,1.0,0.21612241224778458,0.24284229800335297
2410137M14Rik,1.0,0.0,0.0,0.0
2410141K09Rik,0.0,1.0,0.0,0.0
2510002D24Rik,1.0,0.9439446651589278,0.7464071307265114,0.7983111134257511
2510003E04Rik,0.5509785214932154,1.0,0.3622446234963922,0.34789687011066095
2510009E07Rik,0.5014495181998231,1.0,0.35507678282358923,0.17986329345293822
2510039O18Rik,0.6403378412375101,1.0,0.45620825271404647,0.36057869319052926
2610002J02Rik,0.6072617105456045,1.0,0.45097747163328555,0.39247992095716727
2610002M06Rik,1.0,0.9240600987762655,0.7325870065942155,0.7757575460624317
2610008E11Rik,0.6642864690824046,1.0,0.5864741984106915,0.5241739968597183
2610015P09Rik,0.47511942841130483,1.0,0.3206510680731752,0.24813133852462008
2610018G03Rik,0.3720135473977253,1.0,0.14903426777940892,0.05256943374532727
2610020H08Rik,0.8141526205671281,1.0,0.4425312000321099,0.29918350534406096
2610028H24Rik,0.776097228191806,1.0,0.5329994010238958,0.7539861671878296
2610034B18Rik,0.8056863016536314,1.0,0.8779986731832409,0.797276257331131
2610034M16Rik,0.0,0.0,0.0,1.0
2610301B20Rik,0.6665143889579223,1.0,0.5019093426810213,0.4402271084935143
2610305D13Rik,0.9508469232886482,0.8768992753755268,1.0,0.2677377552643051
2610318N02Rik,0.019739004759066765,1.0,0.001993549059094987,0.0
2610507B11Rik,0.863277328933692,1.0,0.7037906777919306,0.8441436401915646
2610524H06Rik,0.1452869372523707,1.0,0.07213953881379427,0.008852469169411764
2610528A11Rik,0.11541958778237116,1.0,0.13211096264694855,0.0
2610528J11Rik,0.42742713300585516,0.2917244385508788,0.6938398730308967,1.0
2700029M09Rik,0.33677706510266925,1.0,0.1890334597105774,0.11458390829671507
2700049A03Rik,0.34345170613352227,1.0,0.3366089048272037,0.32760007638718974
2700060E02Rik,0.8340012886598427,1.0,0.3504905335183938,0.313902924269274
2700062C07Rik,0.8619258782810133,1.0,0.6709703609932508,0.6245316520711727
2700081O15Rik,0.8794258375572146,1.0,0.518842090605573,0.29381572087389457
2700089E24Rik,0.9773475210372746,1.0,0.6863137149687989,0.5711673684315961
2700094K13Rik,0.26930560161785,1.0,0.1113632881506611,0.09989626207535202
2700097O09Rik,0.875265207349648,1.0,0.6492588672098083,0.5286947196310117
2810004N23Rik,1.0,0.9486545107199991,0.7307185816674177,0.9937725187495191
2810006K23Rik,0.6697024492226094,1.0,0.6649210867877581,0.6697266434136759
2810007J24Rik,1.0,0.003932935471355853,0.7531605505385378,0.9055720561430788
2810021J22Rik,0.5982995656998362,1.0,0.5026520262269485,0.2864115587186615
2810403A07Rik,0.8133279946941291,1.0,0.4491013471590234,0.3196553187875676
2810408A11Rik,0.040736325099660416,1.0,0.06994109787191394,0.050369129391733256
2810408M09Rik,0.9241738320839773,1.0,0.3959236946937091,0.4798821694172452
2810417H13Rik,0.09554126057759689,1.0,0.02941410184032785,0.005999658865195959
2810428I15Rik,1.0,0.9365362250647526,0.6826381797826231,0.5886707209487924
2810459M11Rik,0.8992991496360626,0.3755817348846715,0.8776481892463329,1.0
2810474O19Rik,0.543475047793454,1.0,0.47148116616117475,0.2358286633167741
2900011O08Rik,0.5001515470569418,1.0,0.8587212572051658,0.95413522247769
2900026A02Rik,0.48464063266166785,1.0,0.8330746406782827,0.8720621693716789
2900092C05Rik,,,,
3010026O09Rik,0.2673814875241443,0.7736583424122153,1.0,0.8645722504157081
3110001I22Rik,0.883026179631566,1.0,0.3573070058715746,0.36008551499636954
3110002H16Rik,0.9367734518780132,1.0,0.6033855485096342,0.51943995584753
3110007F17Rik,0.7970198719972433,0.7354877290728631,1.0,0.48732968611704663
3110009E18Rik,0.5755934005236314,1.0,0.24706226115120686,0.12881713897510713
3110021N24Rik,0.4193548547621186,0.27249806303642615,0.5759997028347379,1.0
3110035E14Rik,0.18664547528655553,1.0,0.06008545239919526,0.032453578995839796
3110040N11Rik,0.8054248334689228,1.0,0.4240312737953192,0.4998954552017038
3110043O21Rik,0.5722707776250776,1.0,0.42373230575573256,0.21887933474441393
3110052M02Rik,1.0,0.7626934997409347,0.4098929667961993,0.27063211477779586
3110057O12Rik,0.750704695194024,0.7044529693019574,0.6884089054837316,1.0
3110062M04Rik,0.763737161224307,1.0,0.7602644234049182,0.5659465867043194
3110079O15Rik,0.0,0.0,0.2699998607037834,1.0
3110082I17Rik,0.5436800946676995,1.0,0.4418164830159683,0.34599613443090294
3110082J24Rik,,,,
3300002I08Rik,0.6335252929387929,1.0,0.38642456574232453,0.21203004943948667
3425401B19Rik,0.0,1.0,0.0,0.0
3632451O06Rik,1.0,0.9996969977243226,0.9657686955488174,0.3974358822224897
3830403N18Rik,0.2000606188227767,1.0,0.11163376343667154,0.0
3830406C13Rik,0.6635066117467364,1.0,0.5494536058268038,0.40993095924074363
3830417A13Rik,,,,
4430402I18Rik,1.0,0.24582713058794822,0.7370802976957278,0.6385035484885901
4632428N05Rik,0.4443846238135908,1.0,0.10118464726359641,0.02635913566335634
4732456N10Rik,,,,
4833403I15Rik,1.0,0.0,0.643845797032545,0.7948717644449794
4833420G17Rik,0.6440479279408261,1.0,0.42976409982758124,0.27446019712096426
4833423E24Rik,,,,
4833427G06Rik,,,,
4833439L19Rik,0.9763392543147861,1.0,0.7006541869335429,0.8120774703756869
4921501E09Rik,,,,
4921504E06Rik,0.0,1.0,0.0,0.0
4921506M07Rik,0.4493087729594128,0.1796690525514897,0.694285356095443,1.0
4921507P07Rik,0.2468280362099193,1.0,0.6412528868739874,0.16521822034245712
4921509C19Rik,0.0,1.0,0.0,0.0
4921511H03Rik,,,,
4921511M17Rik,,,,
4921517D22Rik,,,,
4921524J17Rik,0.9259175806150352,1.0,0.3985484774080137,0.32581840670498335
4921524L21Rik,,,,
4921530L21Rik,,,,
4921536K21Rik,0.0,1.0,0.9660614143558114,0.0
4921539E11Rik,,,,
4922502D21Rik,0.00419414295225947,1.0,0.0,0.0
4930402F06Rik,0.0,1.0,0.0,0.0
4930402H24Rik,0.46755138479385505,0.2424856761879128,0.49040791025789227,1.0
4930404A10Rik,0.0,1.0,0.0,0.0
4930404N11Rik,0.23901979196194897,1.0,0.24360566191241273,0.17241390862316147
4930407I10Rik,,,,
4930415F15Rik,0.6656429700196758,0.0,1.0,0.0
4930415L06Rik,,,,
4930415O20Rik,0.3501060829398593,1.0,0.150276220010904,0.159022537079615
4930427A07Rik,0.15146201533968387,1.0,0.0748340964884676,0.030314753800580203
4930428D18Rik,,,,
4930430A15Rik,,,,
4930430D24Rik,,,,
4930430F08Rik,0.8512474526161221,1.0,0.5358260696879731,0.4933586278430431
4930432K21Rik,0.060624429946295966,1.0,0.03447895956960135,0.007228297139982499
4930432M17Rik,,,,
4930433I11Rik,,,,
4930435E12Rik,,,,
4930444G20Rik,0.3334343647046278,1.0,0.0,0.0
4930444P10Rik,1.0,0.0,0.0,0.0
4930447A16Rik,1.0,0.0,0.0,0.0
4930447C04Rik,0.0,0.0,1.0,0.0
4930449I24Rik,,,,
4930451I11Rik,,,,
4930452B06Rik,0.2895614219803347,1.0,0.2598761699436685,0.8474227304900537
4930453H23Rik,,,,
4930453N24Rik,0.7401716618978718,1.0,0.5678015979152533,0.5211110572469909
4930467E23Rik,0.44376198001311723,0.4436275191233141,1.0,0.17636693402331208
4930468A15Rik,,,,
4930469G21Rik,0.0,1.0,0.0,0.0
4930474N05Rik,,,,
4930480E11Rik,,,,
4930486L24Rik,1.0,0.7775421093411399,0.4725871506838209,0.19269618531999502
4930502E18Rik,0.17111161093726127,0.4473870743701219,1.0,0.0
4930503B20Rik,0.0,1.0,0.0,0.0
4930503E14Rik,,,,
4930503L19Rik,0.363366885962037,1.0,0.2747370201809846,0.07718734837371709
4930504O13Rik,,,,
4930505A04Rik,0.0,0.0,1.0,0.0
4930506M07Rik,0.5367645005439503,1.0,0.44445902433366263,0.5371547406341011
4930513O06Rik,1.0,0.33323233257477425,0.6974996134519238,0.5299145096299863
4930519F16Rik,,,,
4930519G04Rik,0.11768271695457452,1.0,0.2525650756485781,0.46771334435180884
4930522H14Rik,,,,
4930523C07Rik,0.38627621212148583,1.0,0.5161241604724472,0.41764050395649754
4930524B15Rik,1.0,0.999696997724323,0.14307684378501,0.26495725481499316
4930524N10Rik,,,,
4930525M21Rik,,,,
4930538K18Rik,0.882620377159309,1.0,0.7071822118160187,0.6080273476573514
4930539E08Rik,0.6155711348393129,1.0,0.5862423967458341,0.06116251426139037
4930544D05Rik,1.0,0.4998484988621613,0.214615265677515,0.3974358822224897
4930544G11Rik,,,,
4930548H24Rik,1.0,0.37488637414662107,0.1073076328387575,0.0
4930549C01Rik,,,,
4930550C14Rik,0.3501060829398593,1.0,0.300552440021808,0.0795112685398075
4930550L24Rik,0.0,1.0,0.04770673651139808,0.0
4930555G01Rik,0.0,1.0,0.0,0.06116251426139037
4930557A04Rik,1.0,0.0,0.0,0.0
4930558K02Rik,0.0,1.0,0.2862404190683885,0.0
4930562C15Rik,0.3501060829398593,1.0,0.08587212572051657,0.0795112685398075
4930563D23Rik,1.0,0.0,0.071538421892505,0.13247862740749658
4930563E22Rik,0.9117806964046903,1.0,0.29637282328319875,0.14776430436601393
4930564B18Rik,,,,
4930564D02Rik,,,,
4930567H17Rik,,,,
4930568D16Rik,,,,
4930571K23Rik,,,,
4930578C19Rik,0.0,0.0,1.0,0.0
