atID,logFC,P-value,FDR,type,key
AT3G02140,-1.81,8.63755E-19,3.84832E-17,+Al/+Pi_pH6_wild-type,stop1
AT1G62935,-1.81,0.000486443,0.002309758,+Al/+Pi_pH6_wild-type,stop1
AT1G16905,-1.81,3.11042E-07,2.91647E-06,+Al/+Pi_pH6_wild-type,stop1
AT2G41310,-1.81,3.87784E-21,2.18463E-19,+Al/+Pi_pH6_wild-type,stop1
AT4G18205,-1.81,3.59823E-06,2.77675E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G42500,-1.81,3.75643E-15,1.06841E-13,+Al/+Pi_pH6_wild-type,stop1
AT5G55650,-1.82,1.69644E-05,0.000114951,+Al/+Pi_pH6_wild-type,stop1
AT4G37580,-1.82,1.4827E-10,2.34502E-09,+Al/+Pi_pH6_wild-type,stop1
AT3G07070,-1.82,1.10398E-09,1.50711E-08,+Al/+Pi_pH6_wild-type,stop1
AT3G58810,-1.82,5.13104E-13,1.11985E-11,+Al/+Pi_pH6_wild-type,stop1
AT4G14980,-1.83,1.78203E-10,2.7734E-09,+Al/+Pi_pH6_wild-type,stop1
AT1G53887,-1.83,3.51471E-05,0.000222457,+Al/+Pi_pH6_wild-type,stop1
AT3G59130,-1.83,1.05988E-06,8.96385E-06,+Al/+Pi_pH6_wild-type,stop1
AT2G37750,-1.83,3.88414E-08,4.23179E-07,+Al/+Pi_pH6_wild-type,stop1
AT3G43190,-1.83,0.011804258,0.036256696,+Al/+Pi_pH6_wild-type,stop1
AT2G42850,-1.84,9.42227E-15,2.5589E-13,+Al/+Pi_pH6_wild-type,stop1
AT3G02910,-1.84,3.01481E-23,2.03475E-21,+Al/+Pi_pH6_wild-type,stop1
AT4G24080,-1.84,2.79809E-07,2.64544E-06,+Al/+Pi_pH6_wild-type,stop1
AT4G30140,-1.84,1.50998E-08,1.74359E-07,+Al/+Pi_pH6_wild-type,stop1
AT5G05435,-1.84,2.22474E-09,2.91454E-08,+Al/+Pi_pH6_wild-type,stop1
AT1G25240,-1.84,8.00479E-05,0.000465447,+Al/+Pi_pH6_wild-type,stop1
AT5G44566,-1.85,1.32489E-05,9.17509E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G10155,-1.85,0.002253472,0.008877577,+Al/+Pi_pH6_wild-type,stop1
AT2G28960,-1.85,5.23611E-24,3.98061E-22,+Al/+Pi_pH6_wild-type,stop1
AT4G15370,-1.85,0.00024518,0.001254185,+Al/+Pi_pH6_wild-type,stop1
AT5G65980,-1.85,1.92389E-07,1.86905E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G40850,-1.85,5.12744E-14,1.28343E-12,+Al/+Pi_pH6_wild-type,stop1
AT4G20160,-1.85,6.57361E-06,4.84783E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G19800,-1.85,1.30657E-09,1.76365E-08,+Al/+Pi_pH6_wild-type,stop1
AT4G15380,-1.85,6.23113E-21,3.42544E-19,+Al/+Pi_pH6_wild-type,stop1
AT1G06120,-1.86,0.000144227,0.000785892,+Al/+Pi_pH6_wild-type,stop1
AT4G17870,-1.86,5.18312E-16,1.6332E-14,+Al/+Pi_pH6_wild-type,stop1
AT5G26080,-1.87,8.75716E-06,6.30355E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G61950,-1.87,3.63016E-05,0.000229036,+Al/+Pi_pH6_wild-type,stop1
AT4G04015,-1.87,0.00150902,0.006274598,+Al/+Pi_pH6_wild-type,stop1
AT3G62210,-1.87,1.1184E-17,4.28301E-16,+Al/+Pi_pH6_wild-type,stop1
AT1G78260,-1.87,2.25893E-13,5.17883E-12,+Al/+Pi_pH6_wild-type,stop1
AT1G05250,-1.88,0.000482976,0.002296945,+Al/+Pi_pH6_wild-type,stop1
AT3G51380,-1.88,3.52783E-05,0.000223218,+Al/+Pi_pH6_wild-type,stop1
AT2G43880,-1.88,4.16004E-07,3.80299E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G57625,-1.88,2.0397E-13,4.70258E-12,+Al/+Pi_pH6_wild-type,stop1
AT1G15670,-1.88,1.91563E-12,3.81819E-11,+Al/+Pi_pH6_wild-type,stop1
AT1G50060,-1.88,1.4223E-09,1.91104E-08,+Al/+Pi_pH6_wild-type,stop1
AT5G40450,-1.88,4.34881E-10,6.39304E-09,+Al/+Pi_pH6_wild-type,stop1
AT1G18773,-1.89,0.001711578,0.006986382,+Al/+Pi_pH6_wild-type,stop1
AT3G45710,-1.89,6.19658E-15,1.71475E-13,+Al/+Pi_pH6_wild-type,stop1
AT5G54710,-1.89,2.48434E-05,0.000162626,+Al/+Pi_pH6_wild-type,stop1
AT4G16270,-1.89,2.34199E-08,2.61714E-07,+Al/+Pi_pH6_wild-type,stop1
AT1G29540,-1.89,0.000136572,0.000748564,+Al/+Pi_pH6_wild-type,stop1
AT5G23760,-1.90,2.84914E-18,1.18184E-16,+Al/+Pi_pH6_wild-type,stop1
AT3G09940,-1.90,2.38796E-23,1.63872E-21,+Al/+Pi_pH6_wild-type,stop1
AT2G47160,-1.90,1.04008E-25,9.20761E-24,+Al/+Pi_pH6_wild-type,stop1
AT3G06345,-1.90,0.005283432,0.018502649,+Al/+Pi_pH6_wild-type,stop1
AT5G10130,-1.91,1.4794E-10,2.34161E-09,+Al/+Pi_pH6_wild-type,stop1
AT3G16440,-1.91,9.87387E-12,1.81747E-10,+Al/+Pi_pH6_wild-type,stop1
AT4G05390,-1.91,5.38056E-17,1.91028E-15,+Al/+Pi_pH6_wild-type,stop1
AT5G45070,-1.91,5.9493E-13,1.28202E-11,+Al/+Pi_pH6_wild-type,stop1
AT5G06640,-1.91,0.000117023,0.000651543,+Al/+Pi_pH6_wild-type,stop1
AT5G51470,-1.91,4.32594E-05,0.000267352,+Al/+Pi_pH6_wild-type,stop1
AT3G44710,-1.91,5.0696E-07,4.55735E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G51035,-1.91,0.001544694,0.006408802,+Al/+Pi_pH6_wild-type,stop1
AT1G34540,-1.91,2.42204E-06,1.93253E-05,+Al/+Pi_pH6_wild-type,stop1
AT2G25090,-1.91,5.46203E-07,4.87979E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G02575,-1.92,0.000164934,0.000884345,+Al/+Pi_pH6_wild-type,stop1
AT5G19810,-1.92,0.011957098,0.036671063,+Al/+Pi_pH6_wild-type,stop1
AT1G59725,-1.93,3.50418E-08,3.83621E-07,+Al/+Pi_pH6_wild-type,stop1
AT5G02390,-1.93,0.000166021,0.000889008,+Al/+Pi_pH6_wild-type,stop1
AT5G56840,-1.93,0.003713377,0.013665388,+Al/+Pi_pH6_wild-type,stop1
AT1G18400,-1.93,0.002161054,0.008559667,+Al/+Pi_pH6_wild-type,stop1
AT4G37060,-1.93,2.19514E-05,0.000145324,+Al/+Pi_pH6_wild-type,stop1
AT4G08410,-1.93,0.00028619,0.001440103,+Al/+Pi_pH6_wild-type,stop1
AT3G62760,-1.94,1.1366E-07,1.15295E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G60760,-1.94,1.89175E-16,6.34202E-15,+Al/+Pi_pH6_wild-type,stop1
AT5G09295,-1.94,0.000127412,0.000704017,+Al/+Pi_pH6_wild-type,stop1
AT1G79910,-1.94,5.06992E-07,4.55735E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G43160,-1.94,2.62134E-18,1.10986E-16,+Al/+Pi_pH6_wild-type,stop1
AT4G21680,-1.94,2.42687E-05,0.000159273,+Al/+Pi_pH6_wild-type,stop1
AT1G01660,-1.95,2.15983E-08,2.42551E-07,+Al/+Pi_pH6_wild-type,stop1
AT2G15370,-1.95,1.72796E-12,3.46439E-11,+Al/+Pi_pH6_wild-type,stop1
AT5G04230,-1.95,0.001455336,0.006075039,+Al/+Pi_pH6_wild-type,stop1
AT1G18410,-1.95,1.04439E-05,7.40048E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G14760,-1.95,2.82469E-14,7.27518E-13,+Al/+Pi_pH6_wild-type,stop1
AT4G30170,-1.95,7.58679E-23,4.89432E-21,+Al/+Pi_pH6_wild-type,stop1
AT3G47040,-1.95,5.98672E-15,1.66569E-13,+Al/+Pi_pH6_wild-type,stop1
AT1G34370,-1.95,2.57254E-22,1.5942E-20,+Al/+Pi_pH6_wild-type,stop1
AT4G34800,-1.95,2.78376E-08,3.08218E-07,+Al/+Pi_pH6_wild-type,stop1
AT1G07897,-1.95,0.012492981,0.038080409,+Al/+Pi_pH6_wild-type,stop1
AT5G61290,-1.96,0.007434527,0.024838438,+Al/+Pi_pH6_wild-type,stop1
AT5G38540,-1.96,1.25631E-12,2.58206E-11,+Al/+Pi_pH6_wild-type,stop1
AT5G19790,-1.96,1.11738E-13,2.67256E-12,+Al/+Pi_pH6_wild-type,stop1
AT2G32610,-1.96,2.91322E-11,5.06594E-10,+Al/+Pi_pH6_wild-type,stop1
AT3G54580,-1.96,0.000310675,0.0015446,+Al/+Pi_pH6_wild-type,stop1
AT5G39890,-1.96,0.000431914,0.002079248,+Al/+Pi_pH6_wild-type,stop1
AT5G01330,-1.96,1.85746E-11,3.29731E-10,+Al/+Pi_pH6_wild-type,stop1
AT1G52110,-1.97,0.000791103,0.003555617,+Al/+Pi_pH6_wild-type,stop1
AT1G66450,-1.97,1.25427E-10,2.01018E-09,+Al/+Pi_pH6_wild-type,stop1
AT3G26290,-1.97,1.65313E-16,5.57747E-15,+Al/+Pi_pH6_wild-type,stop1
AT5G56540,-1.97,1.2837E-12,2.62779E-11,+Al/+Pi_pH6_wild-type,stop1
AT3G54590,-1.97,9.87834E-05,0.000561246,+Al/+Pi_pH6_wild-type,stop1
AT4G22235,-1.97,1.68685E-11,3.01803E-10,+Al/+Pi_pH6_wild-type,stop1
AT1G30380,-1.97,4.36954E-07,3.97673E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G54040,-1.97,6.99081E-19,3.16989E-17,+Al/+Pi_pH6_wild-type,stop1
AT3G20557,-1.98,0.000242705,0.001244181,+Al/+Pi_pH6_wild-type,stop1
AT3G63110,-1.98,1.38983E-17,5.26332E-16,+Al/+Pi_pH6_wild-type,stop1
AT5G15230,-1.98,1.55989E-11,2.81303E-10,+Al/+Pi_pH6_wild-type,stop1
AT2G25160,-1.98,7.67042E-10,1.07882E-08,+Al/+Pi_pH6_wild-type,stop1
AT5G45870,-1.98,0.010708875,0.033495946,+Al/+Pi_pH6_wild-type,stop1
AT1G65310,-1.98,5.10777E-11,8.6112E-10,+Al/+Pi_pH6_wild-type,stop1
AT3G10040,-1.98,3.94169E-05,0.00024613,+Al/+Pi_pH6_wild-type,stop1
AT4G12410,-1.99,0.002045704,0.008158081,+Al/+Pi_pH6_wild-type,stop1
AT2G42870,-1.99,4.92154E-09,6.11455E-08,+Al/+Pi_pH6_wild-type,stop1
AT3G02885,-1.99,1.41502E-09,1.90377E-08,+Al/+Pi_pH6_wild-type,stop1
AT4G15660,-1.99,0.001502914,0.006253225,+Al/+Pi_pH6_wild-type,stop1
AT1G64561,-1.99,1.01307E-05,7.1935E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G30110,-1.99,1.83441E-29,2.11942E-27,+Al/+Pi_pH6_wild-type,stop1
AT5G06645,-1.99,0.006398133,0.021777934,+Al/+Pi_pH6_wild-type,stop1
AT1G30850,-1.99,1.11222E-10,1.79802E-09,+Al/+Pi_pH6_wild-type,stop1
AT1G55390,-1.99,2.66735E-09,3.43713E-08,+Al/+Pi_pH6_wild-type,stop1
AT3G18560,-1.99,4.45288E-18,1.79608E-16,+Al/+Pi_pH6_wild-type,stop1
AT3G60160,-2.00,3.49754E-07,3.2467E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G58900,-2.00,1.05655E-23,7.66184E-22,+Al/+Pi_pH6_wild-type,stop1
AT2G03260,-2.00,1.25132E-12,2.57441E-11,+Al/+Pi_pH6_wild-type,stop1
AT3G05145,-2.00,0.010733046,0.033556151,+Al/+Pi_pH6_wild-type,stop1
AT3G57130,-2.00,0.010180512,0.032153121,+Al/+Pi_pH6_wild-type,stop1
AT3G10600,-2.00,0.001735516,0.007058593,+Al/+Pi_pH6_wild-type,stop1
AT5G45500,-2.00,1.76962E-23,1.25221E-21,+Al/+Pi_pH6_wild-type,stop1
AT3G04320,-2.00,3.35229E-10,5.01495E-09,+Al/+Pi_pH6_wild-type,stop1
AT5G58780,-2.01,1.34017E-13,3.16472E-12,+Al/+Pi_pH6_wild-type,stop1
AT5G22560,-2.01,2.22649E-05,0.000146972,+Al/+Pi_pH6_wild-type,stop1
AT1G78050,-2.01,6.27941E-15,1.73064E-13,+Al/+Pi_pH6_wild-type,stop1
AT5G45220,-2.01,9.28919E-12,1.71448E-10,+Al/+Pi_pH6_wild-type,stop1
AT1G73805,-2.01,7.8219E-07,6.78075E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G45340,-2.01,5.91325E-17,2.08134E-15,+Al/+Pi_pH6_wild-type,stop1
AT1G51790,-2.01,3.9312E-20,2.03527E-18,+Al/+Pi_pH6_wild-type,stop1
AT1G33890,-2.01,0.000113346,0.000632966,+Al/+Pi_pH6_wild-type,stop1
AT1G17190,-2.02,6.8279E-10,9.64965E-09,+Al/+Pi_pH6_wild-type,stop1
AT4G02650,-2.02,0.001209763,0.00515302,+Al/+Pi_pH6_wild-type,stop1
AT1G26700,-2.02,4.97078E-07,4.47414E-06,+Al/+Pi_pH6_wild-type,stop1
AT4G15400,-2.02,5.74964E-24,4.3228E-22,+Al/+Pi_pH6_wild-type,stop1
AT5G35190,-2.02,1.19647E-07,1.20828E-06,+Al/+Pi_pH6_wild-type,stop1
AT5G06475,-2.02,0.000143846,0.00078402,+Al/+Pi_pH6_wild-type,stop1
AT2G41230,-2.02,0.004164499,0.015036018,+Al/+Pi_pH6_wild-type,stop1
AT1G02460,-2.02,2.14254E-17,7.89458E-16,+Al/+Pi_pH6_wild-type,stop1
AT5G46110,-2.02,2.00458E-05,0.000133791,+Al/+Pi_pH6_wild-type,stop1
AT5G47950,-2.02,2.31004E-18,9.86228E-17,+Al/+Pi_pH6_wild-type,stop1
AT2G44110,-2.02,5.49826E-17,1.94869E-15,+Al/+Pi_pH6_wild-type,stop1
AT1G73680,-2.03,1.12168E-14,3.01425E-13,+Al/+Pi_pH6_wild-type,stop1
AT4G19030,-2.03,1.67573E-08,1.91767E-07,+Al/+Pi_pH6_wild-type,stop1
AT5G52670,-2.03,4.243E-11,7.24285E-10,+Al/+Pi_pH6_wild-type,stop1
AT4G06065,-2.03,2.35758E-05,0.000155074,+Al/+Pi_pH6_wild-type,stop1
AT4G40090,-2.03,6.17327E-13,1.32192E-11,+Al/+Pi_pH6_wild-type,stop1
AT1G10340,-2.03,3.42926E-05,0.000217588,+Al/+Pi_pH6_wild-type,stop1
AT1G64210,-2.03,5.65744E-12,1.07026E-10,+Al/+Pi_pH6_wild-type,stop1
AT4G02380,-2.03,1.27553E-13,3.02957E-12,+Al/+Pi_pH6_wild-type,stop1
AT4G04972,-2.03,1.84221E-07,1.79786E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G20340,-2.04,2.4103E-12,4.74405E-11,+Al/+Pi_pH6_wild-type,stop1
AT1G73270,-2.04,6.82741E-23,4.4324E-21,+Al/+Pi_pH6_wild-type,stop1
AT3G32047,-2.04,1.21489E-07,1.22507E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G54010,-2.04,1.82746E-14,4.85346E-13,+Al/+Pi_pH6_wild-type,stop1
AT5G14340,-2.04,2.11957E-09,2.7821E-08,+Al/+Pi_pH6_wild-type,stop1
AT5G25810,-2.04,6.63234E-20,3.33246E-18,+Al/+Pi_pH6_wild-type,stop1
AT1G61840,-2.04,7.71162E-10,1.08164E-08,+Al/+Pi_pH6_wild-type,stop1
AT1G43800,-2.04,6.3065E-05,0.000375671,+Al/+Pi_pH6_wild-type,stop1
AT3G29780,-2.05,2.77497E-10,4.22233E-09,+Al/+Pi_pH6_wild-type,stop1
AT4G23590,-2.05,1.70683E-07,1.67981E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G27473,-2.05,2.26368E-09,2.95609E-08,+Al/+Pi_pH6_wild-type,stop1
AT3G48080,-2.05,1.07877E-16,3.70148E-15,+Al/+Pi_pH6_wild-type,stop1
AT1G30510,-2.05,4.00791E-20,2.06974E-18,+Al/+Pi_pH6_wild-type,stop1
AT5G26300,-2.05,0.000387661,0.001893292,+Al/+Pi_pH6_wild-type,stop1
AT1G60787,-2.05,9.31922E-09,1.11319E-07,+Al/+Pi_pH6_wild-type,stop1
AT3G21860,-2.06,0.002991703,0.01135914,+Al/+Pi_pH6_wild-type,stop1
AT1G77120,-2.06,0.011428826,0.03530506,+Al/+Pi_pH6_wild-type,stop1
AT1G16510,-2.06,3.87228E-10,5.72997E-09,+Al/+Pi_pH6_wild-type,stop1
AT4G37850,-2.06,3.74188E-10,5.55309E-09,+Al/+Pi_pH6_wild-type,stop1
AT5G05420,-2.06,0.008942418,0.028880646,+Al/+Pi_pH6_wild-type,stop1
AT4G05180,-2.07,0.004745224,0.016855971,+Al/+Pi_pH6_wild-type,stop1
AT1G56680,-2.07,7.70732E-10,1.08164E-08,+Al/+Pi_pH6_wild-type,stop1
AT5G02350,-2.07,1.81898E-19,8.87745E-18,+Al/+Pi_pH6_wild-type,stop1
AT2G45220,-2.07,6.56076E-21,3.59699E-19,+Al/+Pi_pH6_wild-type,stop1
AT1G71015,-2.07,4.4173E-11,7.5028E-10,+Al/+Pi_pH6_wild-type,stop1
AT4G13860,-2.07,1.04843E-17,4.03015E-16,+Al/+Pi_pH6_wild-type,stop1
AT5G24140,-2.07,3.37888E-10,5.05103E-09,+Al/+Pi_pH6_wild-type,stop1
AT4G05170,-2.08,1.44873E-07,1.44238E-06,+Al/+Pi_pH6_wild-type,stop1
AT2G38500,-2.08,6.96492E-10,9.82972E-09,+Al/+Pi_pH6_wild-type,stop1
AT5G63600,-2.08,3.59643E-16,1.16556E-14,+Al/+Pi_pH6_wild-type,stop1
AT4G15740,-2.08,1.70071E-09,2.25841E-08,+Al/+Pi_pH6_wild-type,stop1
AT5G10990,-2.09,4.59077E-09,5.73146E-08,+Al/+Pi_pH6_wild-type,stop1
AT3G52070,-2.09,2.099E-07,2.03338E-06,+Al/+Pi_pH6_wild-type,stop1
AT4G25220,-2.09,1.46793E-12,2.97513E-11,+Al/+Pi_pH6_wild-type,stop1
AT4G04760,-2.10,1.60529E-10,2.5233E-09,+Al/+Pi_pH6_wild-type,stop1
AT4G33730,-2.10,4.9357E-08,5.31797E-07,+Al/+Pi_pH6_wild-type,stop1
AT5G67400,-2.10,1.20741E-15,3.64181E-14,+Al/+Pi_pH6_wild-type,stop1
AT1G62500,-2.10,2.15315E-09,2.82437E-08,+Al/+Pi_pH6_wild-type,stop1
AT5G05320,-2.11,8.06353E-09,9.72283E-08,+Al/+Pi_pH6_wild-type,stop1
AT1G72540,-2.11,2.95438E-08,3.26402E-07,+Al/+Pi_pH6_wild-type,stop1
AT1G78000,-2.11,3.97732E-13,8.75523E-12,+Al/+Pi_pH6_wild-type,stop1
AT2G25680,-2.11,3.25943E-08,3.5817E-07,+Al/+Pi_pH6_wild-type,stop1
AT3G11390,-2.11,1.6919E-06,1.38508E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G22740,-2.11,3.95488E-09,4.98013E-08,+Al/+Pi_pH6_wild-type,stop1
AT1G12080,-2.11,6.73759E-15,1.84697E-13,+Al/+Pi_pH6_wild-type,stop1
AT4G15300,-2.12,1.58633E-09,2.11338E-08,+Al/+Pi_pH6_wild-type,stop1
AT3G61880,-2.12,0.001062737,0.004603468,+Al/+Pi_pH6_wild-type,stop1
AT4G37235,-2.12,0.00160774,0.006628687,+Al/+Pi_pH6_wild-type,stop1
AT1G48698,-2.12,0.00025378,0.001294539,+Al/+Pi_pH6_wild-type,stop1
AT4G36570,-2.12,0.011132104,0.03459224,+Al/+Pi_pH6_wild-type,stop1
AT1G60095,-2.12,4.56004E-21,2.53404E-19,+Al/+Pi_pH6_wild-type,stop1
AT1G29730,-2.12,9.45522E-09,1.12615E-07,+Al/+Pi_pH6_wild-type,stop1
AT4G22110,-2.12,1.27015E-14,3.40875E-13,+Al/+Pi_pH6_wild-type,stop1
AT1G22330,-2.12,2.30306E-11,4.04967E-10,+Al/+Pi_pH6_wild-type,stop1
AT3G51350,-2.13,1.3307E-14,3.56189E-13,+Al/+Pi_pH6_wild-type,stop1
AT5G45380,-2.13,5.64493E-13,1.22287E-11,+Al/+Pi_pH6_wild-type,stop1
AT2G38750,-2.13,3.99064E-06,3.05307E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G20850,-2.13,4.42461E-06,3.3587E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G50010,-2.14,1.37912E-14,3.68668E-13,+Al/+Pi_pH6_wild-type,stop1
AT4G27400,-2.14,5.46955E-11,9.16072E-10,+Al/+Pi_pH6_wild-type,stop1
AT1G58150,-2.14,1.70094E-06,1.39137E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G06990,-2.15,1.27114E-10,2.03243E-09,+Al/+Pi_pH6_wild-type,stop1
AT4G14090,-2.15,0.004802251,0.017031919,+Al/+Pi_pH6_wild-type,stop1
AT5G43520,-2.15,7.3513E-14,1.81563E-12,+Al/+Pi_pH6_wild-type,stop1
AT1G64563,-2.15,4.11791E-05,0.000255573,+Al/+Pi_pH6_wild-type,stop1
AT1G68238,-2.15,4.17607E-12,8.03392E-11,+Al/+Pi_pH6_wild-type,stop1
AT5G15725,-2.15,6.64524E-05,0.000393556,+Al/+Pi_pH6_wild-type,stop1
AT2G05580,-2.16,0.004460021,0.015984478,+Al/+Pi_pH6_wild-type,stop1
AT2G30220,-2.16,0.001575757,0.006519164,+Al/+Pi_pH6_wild-type,stop1
AT5G61590,-2.16,1.15911E-12,2.40891E-11,+Al/+Pi_pH6_wild-type,stop1
AT5G45480,-2.16,2.59019E-32,3.75669E-30,+Al/+Pi_pH6_wild-type,stop1
AT2G32390,-2.17,3.02389E-24,2.36025E-22,+Al/+Pi_pH6_wild-type,stop1
AT4G15690,-2.17,0.000175461,0.000935398,+Al/+Pi_pH6_wild-type,stop1
AT4G23400,-2.17,1.33234E-24,1.06848E-22,+Al/+Pi_pH6_wild-type,stop1
AT2G02680,-2.17,6.94683E-19,3.15695E-17,+Al/+Pi_pH6_wild-type,stop1
AT4G21745,-2.17,9.93102E-09,1.17938E-07,+Al/+Pi_pH6_wild-type,stop1
AT5G09660,-2.17,0.013399043,0.040390687,+Al/+Pi_pH6_wild-type,stop1
AT5G53370,-2.17,1.56359E-27,1.55978E-25,+Al/+Pi_pH6_wild-type,stop1
AT1G09155,-2.18,7.12136E-10,1.00436E-08,+Al/+Pi_pH6_wild-type,stop1
AT1G16225,-2.18,8.57666E-05,0.00049504,+Al/+Pi_pH6_wild-type,stop1
AT5G38790,-2.18,3.84648E-13,8.48549E-12,+Al/+Pi_pH6_wild-type,stop1
AT3G47710,-2.18,2.36198E-08,2.6366E-07,+Al/+Pi_pH6_wild-type,stop1
AT3G45130,-2.18,3.30479E-05,0.000210933,+Al/+Pi_pH6_wild-type,stop1
AT3G58060,-2.19,1.5421E-06,1.26956E-05,+Al/+Pi_pH6_wild-type,stop1
AT5G41670,-2.19,2.22007E-20,1.1823E-18,+Al/+Pi_pH6_wild-type,stop1
AT5G24105,-2.19,1.11707E-08,1.31894E-07,+Al/+Pi_pH6_wild-type,stop1
AT4G02270,-2.19,6.24495E-13,1.33447E-11,+Al/+Pi_pH6_wild-type,stop1
AT3G51410,-2.20,5.71515E-07,5.09925E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G48550,-2.20,1.48782E-07,1.47627E-06,+Al/+Pi_pH6_wild-type,stop1
AT3G01260,-2.20,2.35967E-33,3.68361E-31,+Al/+Pi_pH6_wild-type,stop1
AT1G26720,-2.20,3.78467E-06,2.91184E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G62280,-2.21,3.39394E-24,2.60925E-22,+Al/+Pi_pH6_wild-type,stop1
AT2G01010,-2.21,0.00446829,0.016003921,+Al/+Pi_pH6_wild-type,stop1
AT3G59060,-2.21,0.002246729,0.008857124,+Al/+Pi_pH6_wild-type,stop1
AT5G55110,-2.21,2.20364E-10,3.40624E-09,+Al/+Pi_pH6_wild-type,stop1
AT1G06923,-2.22,5.89938E-08,6.26388E-07,+Al/+Pi_pH6_wild-type,stop1
AT4G21410,-2.22,4.09419E-29,4.65145E-27,+Al/+Pi_pH6_wild-type,stop1
AT3G62780,-2.22,6.11618E-11,1.01523E-09,+Al/+Pi_pH6_wild-type,stop1
AT2G20520,-2.22,1.23296E-09,1.67092E-08,+Al/+Pi_pH6_wild-type,stop1
AT3G54830,-2.23,0.000852068,0.003785543,+Al/+Pi_pH6_wild-type,stop1
AT1G07610,-2.23,5.08433E-16,1.60578E-14,+Al/+Pi_pH6_wild-type,stop1
AT2G23200,-2.23,5.58884E-10,8.02611E-09,+Al/+Pi_pH6_wild-type,stop1
AT3G14395,-2.24,1.10981E-05,7.82875E-05,+Al/+Pi_pH6_wild-type,stop1
AT3G01730,-2.24,3.35326E-07,3.12981E-06,+Al/+Pi_pH6_wild-type,stop1
AT1G05835,-2.25,2.82317E-06,2.22911E-05,+Al/+Pi_pH6_wild-type,stop1
AT4G22610,-2.25,2.97982E-10,4.50055E-09,+Al/+Pi_pH6_wild-type,stop1
AT5G24920,-2.25,0.000232463,0.001198351,+Al/+Pi_pH6_wild-type,stop1
AT5G56320,-2.25,1.16151E-18,5.10815E-17,+Al/+Pi_pH6_wild-type,stop1
AT4G26010,-2.25,7.62993E-15,2.0832E-13,+Al/+Pi_pH6_wild-type,stop1
AT5G09765,-2.25,0.001699875,0.00694971,+Al/+Pi_pH6_wild-type,stop1
AT1G72200,-2.25,2.08082E-35,3.90392E-33,+Al/+Pi_pH6_wild-type,stop1
AT4G33120,-2.25,2.36184E-10,3.63701E-09,+Al/+Pi_pH6_wild-type,stop1
AT4G25070,-2.26,8.49235E-30,1.0097E-27,+Al/+Pi_pH6_wild-type,stop1
AT3G49930,-2.26,2.57105E-10,3.93547E-09,+Al/+Pi_pH6_wild-type,stop1
AT1G07680,-2.26,0.000699669,0.003184559,+Al/+Pi_pH6_wild-type,stop1
AT3G51570,-2.26,1.95152E-05,0.000130591,+Al/+Pi_pH6_wild-type,stop1
AT2G38490,-2.26,6.69752E-06,4.93387E-05,+Al/+Pi_pH6_wild-type,stop1
AT1G14220,-2.26,1.07142E-08,1.26724E-07,+Al/+Pi_pH6_wild-type,stop1
AT5G47000,-2.26,0.004352193,0.015641888,+Al/+Pi_pH6_wild-type,stop1
AT4G16355,-2.27,0.00016234,0.00087204,+Al/+Pi_pH6_wild-type,stop1
AT5G52720,-2.27,2.20248E-05,0.000145621,+Al/+Pi_pH6_wild-type,stop1
AT2G23620,-2.27,2.48727E-14,6.44673E-13,+Al/+Pi_pH6_wild-type,stop1
AT2G38300,-2.27,5.38621E-23,3.55316E-21,+Al/+Pi_pH6_wild-type,stop1
AT1G68880,-2.27,1.19215E-19,5.87458E-18,+Al/+Pi_pH6_wild-type,stop1
AT2G18450,-2.27,4.05474E-20,2.08865E-18,+Al/+Pi_pH6_wild-type,stop1
AT1G51850,-2.27,1.44052E-35,2.77912E-33,+Al/+Pi_pH6_wild-type,stop1
AT3G49620,-2.27,0.000920261,0.004041453,+Al/+Pi_pH6_wild-type,stop1
AT2G02310,-2.27,9.54441E-10,1.31437E-08,+Al/+Pi_pH6_wild-type,stop1
AT5G07150,-2.28,5.73579E-13,1.24035E-11,+Al/+Pi_pH6_wild-type,stop1
AT5G53250,-2.28,1.0722E-13,2.57657E-12,+Al/+Pi_pH6_wild-type,stop1
