atID,-Pi_ph6/+Pi_pH6,+Pi_ph5/+Pi_pH6,-Pi_ph5/+Pi_pH6,+Al/+Pi_pH6,++Fe/+Pi_pH6,-Pi_ph6/+Pi_pH6_wild-type,+Pi_ph5/+Pi_pH6_wild-type,-Pi_ph5/+Pi_pH6_wild-type,+Al/+Pi_pH6_wild-type,++Fe/+Pi_pH6_wild-type
AT3G50460,0,0,0,1,1,0,0,1,1,1
AT2G26370,0,0,0,1,1,0,0,0,1,1
AT1G07590,0,0,0,1,0,0,0,0,1,0
AT4G37700,0,0,0,1,0,0,0,0,1,0
AT5G18661,0,0,0,1,1,0,0,0,1,1
AT5G27810,0,0,0,1,1,0,0,0,1,1
AT1G73300,0,0,0,1,0,0,0,0,1,0
AT5G54075,0,0,0,1,0,0,0,0,1,0
AT5G60900,0,0,0,1,0,0,0,0,1,0
AT1G78360,0,0,0,1,1,0,0,0,1,1
AT4G01970,0,0,0,1,1,0,0,0,1,1
AT5G53902,0,0,0,1,1,0,0,0,1,1
AT2G38750,0,0,0,1,0,0,0,0,1,0
AT1G66030,0,0,0,1,0,0,0,0,1,0
AT5G26200,0,0,0,1,1,0,0,0,1,0
AT1G24270,0,0,0,1,1,0,0,0,1,1
AT1G66800,0,0,0,1,0,0,0,0,1,0
AT2G24850,0,0,0,1,0,1,0,0,1,0
AT1G09400,0,0,0,1,1,0,0,0,1,1
AT5G07995,0,0,0,1,1,0,0,0,1,0
AT5G52860,0,0,0,1,1,0,0,0,1,1
AT2G22750,0,0,0,1,0,0,0,0,1,1
AT5G39490,0,0,0,1,1,0,0,0,1,1
AT4G22230,0,0,0,1,0,0,0,0,1,0
AT1G49100,0,0,0,1,1,0,0,0,1,1
AT5G22390,0,0,0,1,0,0,0,0,0,0
AT1G65390,0,0,0,1,0,0,0,0,1,1
AT2G31141,0,0,0,1,1,0,0,0,1,1
AT3G61930,0,0,0,1,0,0,0,0,1,0
AT1G65486,0,0,0,1,0,0,0,0,1,1
AT1G31200,0,0,0,1,1,0,0,0,1,1
AT5G59260,0,0,0,1,0,0,0,1,1,0
AT3G49620,0,0,0,1,1,0,0,0,1,1
AT1G09797,0,0,0,1,0,0,0,0,1,1
AT4G36670,0,0,0,1,0,0,0,0,1,0
AT3G18450,0,0,0,1,1,0,0,0,1,1
AT5G42600,0,0,0,1,0,0,0,0,0,1
AT5G57785,0,0,0,1,0,1,0,0,1,0
AT1G35625,0,0,0,1,0,0,0,0,1,0
AT4G10465,0,0,0,1,0,0,0,0,0,0
AT2G24710,0,0,0,1,1,0,0,0,1,1
AT4G12545,0,0,0,1,0,0,0,0,1,0
AT4G17680,0,0,0,1,1,0,0,0,1,0
AT5G24920,0,0,0,1,0,0,0,0,1,0
AT5G52190,0,0,0,1,1,0,0,1,1,1
AT1G07680,0,0,0,1,1,0,0,0,1,1
AT3G49700,0,0,0,1,1,0,0,1,1,1
AT2G19050,0,0,0,1,0,0,0,0,0,0
AT4G33720,0,0,0,1,1,0,0,0,1,1
AT2G21210,0,0,0,1,1,0,0,0,1,0
AT3G15370,0,0,0,1,1,0,0,1,1,1
AT2G28860,0,0,0,1,0,0,0,0,1,0
AT4G12170,0,0,0,1,0,0,0,0,1,0
AT3G44703,0,0,0,1,0,0,0,0,1,0
AT5G23903,0,0,0,1,1,0,0,0,1,1
AT2G25510,0,0,0,1,1,0,0,0,1,1
AT5G38780,0,0,0,1,0,0,0,0,1,0
AT1G44010,0,0,0,1,1,0,0,0,1,1
AT4G03050,0,0,0,1,1,0,0,1,1,1
AT4G22210,0,0,0,1,0,0,0,1,1,0
AT5G39180,0,0,0,1,1,0,0,1,1,1
AT1G21230,0,0,0,1,1,0,0,1,1,1
AT1G50050,0,0,0,1,0,0,0,1,1,1
AT2G24720,0,0,0,1,0,0,0,0,1,0
AT2G35990,0,0,0,1,0,0,0,0,0,0
AT5G65800,0,0,0,1,0,0,0,1,1,0
AT1G05013,0,0,0,1,1,0,0,0,1,1
AT3G55790,0,0,0,0,1,0,0,0,1,1
AT1G80165,0,0,0,0,1,0,0,0,1,1
AT1G08763,0,0,0,0,1,0,0,0,1,1
AT2G23270,0,0,0,0,1,0,0,0,1,1
AT5G40990,0,0,0,0,1,0,0,0,1,1
AT1G55230,0,0,0,0,1,0,0,1,1,1
AT3G24510,0,0,0,0,1,0,0,0,1,1
AT3G23123,0,0,0,0,1,0,0,0,1,1
AT1G51920,0,0,0,0,1,0,0,0,1,1
AT3G55970,0,0,0,0,1,0,0,0,1,1
AT2G29350,0,0,0,0,1,0,0,0,1,1
AT3G19270,0,0,0,0,1,0,0,0,1,1
AT2G43920,0,0,0,0,1,0,0,0,1,1
AT1G06117,0,0,0,0,1,0,0,0,0,1
AT4G37290,0,0,0,0,1,0,0,0,1,1
AT1G65890,0,0,0,0,1,0,0,0,0,1
AT5G24770,0,0,0,0,1,0,0,0,0,1
AT4G15990,0,0,0,0,1,0,0,0,0,1
AT1G52343,0,0,0,0,1,0,0,1,1,1
AT1G32960,0,0,0,0,1,0,0,0,1,1
AT3G55677,0,0,0,0,1,0,0,0,1,1
AT5G65100,0,0,0,0,1,0,0,0,1,1
AT5G43570,0,0,0,0,1,0,0,0,1,1
AT3G19550,0,0,0,0,1,0,0,0,0,1
AT2G25297,0,0,0,0,1,0,0,0,1,1
AT1G52030,0,0,0,0,1,0,0,0,0,1
AT1G55525,0,0,0,0,1,0,0,0,1,1
AT3G28740,0,0,0,0,1,0,0,1,1,1
AT5G28520,0,0,0,0,1,0,0,0,1,1
AT1G52400,0,0,0,0,1,0,0,0,1,1
AT2G29110,0,0,0,0,1,0,0,0,1,1
AT2G18050,0,0,0,0,1,0,0,0,1,1
AT3G21800,0,0,0,0,1,0,0,0,0,1
AT3G14440,0,0,0,0,1,0,0,1,1,1
AT4G31370,0,0,0,0,1,0,0,0,1,1
AT5G28510,0,0,0,0,1,0,1,1,1,1
AT1G17147,0,0,0,0,1,0,0,0,1,1
AT3G21500,0,0,0,0,1,1,0,1,1,1
AT4G15100,0,0,0,0,1,0,0,0,0,1
AT2G05400,0,0,0,0,1,0,0,0,0,1
AT1G52342,0,0,0,0,1,0,0,0,1,1
AT2G40670,0,0,0,0,1,0,0,0,0,1
AT1G51913,0,0,0,0,1,0,0,0,1,1
AT5G22300,0,0,0,0,1,0,0,0,1,1
AT1G21400,0,0,0,0,1,0,0,0,1,1
AT1G19670,0,0,0,0,1,0,0,0,1,1
AT2G33830,0,0,0,0,1,0,0,0,0,1
AT5G43450,0,0,0,0,1,0,0,0,1,0
AT3G14620,0,0,0,0,1,0,0,0,1,1
AT2G40740,0,0,0,0,1,0,0,0,1,1
AT3G62990,0,0,0,0,1,0,0,0,1,1
AT3G24982,0,0,0,0,1,0,0,0,0,1
AT3G18773,0,0,0,0,1,0,0,0,1,1
AT1G58320,0,0,0,0,1,0,0,0,1,1
AT4G16000,0,0,0,0,1,0,0,0,0,1
AT1G63055,0,0,0,0,1,0,0,0,1,1
AT1G21528,0,0,0,0,1,0,0,0,0,1
AT2G31945,0,0,0,0,1,0,0,0,1,1
AT3G60140,0,0,0,0,1,0,0,1,1,1
AT5G53190,0,0,0,0,1,0,0,0,0,1
AT5G24780,0,0,0,0,1,0,0,0,0,1
AT4G11650,0,0,0,0,1,0,0,0,1,1
AT1G53610,0,0,0,0,1,0,0,0,1,1
AT1G63057,0,0,0,0,1,0,0,0,1,1
AT2G22760,0,0,0,0,1,0,0,0,1,1
AT1G62540,0,0,0,0,1,0,0,0,1,1
AT2G43550,0,0,0,0,1,0,0,0,1,1
AT5G23660,0,0,0,0,1,0,0,0,0,0
AT2G43570,0,0,0,0,1,0,0,0,1,1
AT1G73260,0,0,0,0,1,0,0,0,0,1
AT1G10070,0,0,0,0,1,0,0,0,0,0
AT5G15290,0,0,0,0,1,0,0,0,0,1
AT1G06830,0,0,0,0,1,0,0,0,0,1
AT1G26240,0,0,0,0,1,0,0,0,1,0
AT5G43580,0,0,0,0,1,0,0,0,1,1
AT4G11470,0,0,0,0,1,0,0,0,1,0
AT3G21352,0,0,0,0,1,0,0,0,1,1
AT2G04040,0,0,0,0,1,0,0,0,1,0
AT1G06983,0,0,0,0,1,0,0,0,1,1
AT5G64120,0,0,0,0,1,0,0,0,0,1
AT2G25440,0,0,0,0,1,0,0,0,1,1
AT3G45680,0,0,0,0,1,0,0,0,1,1
AT1G67000,0,0,0,0,1,0,0,0,1,1
AT5G06980,0,0,0,0,1,0,0,0,0,1
AT3G48840,0,0,0,0,1,0,0,0,1,0
AT3G21305,0,0,0,0,1,0,0,0,1,1
AT4G29740,0,0,0,0,1,0,0,1,0,1
AT4G34139,0,0,0,0,1,0,0,0,0,1
AT3G26820,0,0,0,0,1,0,0,0,1,1
AT3G21780,0,0,0,0,1,0,0,0,1,1
AT1G54095,0,0,0,0,1,1,0,1,1,1
AT1G21100,0,0,0,0,1,0,0,0,1,1
ATCG00780,0,0,0,0,1,0,0,0,0,0
AT1G64590,0,0,0,0,1,0,0,0,1,1
AT5G50130,0,0,0,0,1,1,0,0,1,0
AT4G27310,0,0,0,0,1,0,0,0,0,1
AT5G49450,0,0,0,0,1,0,0,0,1,1
AT4G16008,0,0,0,0,1,0,0,0,0,1
AT1G70880,0,0,0,0,1,0,0,0,0,1
AT5G40800,0,0,0,0,1,0,0,0,1,1
AT1G16960,0,0,0,0,1,0,0,0,0,1
AT1G22890,0,0,0,0,1,0,0,0,1,1
AT5G61660,0,0,0,0,1,0,0,0,1,1
AT5G47240,0,0,0,0,1,0,0,0,0,1
AT2G16005,0,0,0,0,1,0,0,0,0,1
AT4G11190,0,0,0,0,1,0,0,1,0,1
AT4G36820,0,0,0,0,1,0,0,0,1,1
AT3G46170,0,0,0,0,1,0,0,0,0,1
AT4G13290,0,0,0,0,1,0,0,0,1,1
AT2G25150,0,0,0,0,1,0,0,0,1,1
AT4G35190,0,0,0,0,1,0,0,0,1,0
AT4G13395,0,0,0,0,1,0,0,0,0,0
AT5G11140,0,0,0,0,1,0,0,0,1,1
AT5G23820,0,0,0,0,1,0,0,0,0,1
AT3G44326,0,0,0,0,1,0,0,0,0,1
AT1G64065,0,0,0,0,1,0,0,0,1,1
AT1G21520,0,0,0,0,1,0,0,0,1,1
AT1G26800,0,0,0,0,1,0,0,0,0,1
AT2G29340,0,0,0,0,1,0,0,0,1,1
AT1G59700,0,0,0,0,1,0,0,0,1,1
AT5G04370,0,0,0,0,1,0,0,0,0,1
AT5G47990,0,0,0,0,1,0,0,1,1,1
AT1G04103,0,0,0,0,1,0,0,0,1,1
AT1G67870,0,0,0,0,1,1,0,0,1,1
AT2G40100,0,0,0,0,1,0,0,0,0,1
AT1G53970,0,0,0,0,1,0,0,0,1,1
AT4G21120,0,0,0,0,1,0,0,0,1,1
AT2G08665,0,0,0,0,1,0,0,0,0,1
AT1G15040,0,0,0,0,1,1,0,0,1,1
AT1G79900,0,0,0,0,1,0,0,0,1,1
AT5G56880,0,0,0,0,1,0,0,0,0,1
AT5G05600,0,0,0,0,1,0,0,0,1,1
AT1G70700,0,0,0,0,1,0,0,0,0,1
AT1G76790,0,0,0,0,1,0,0,0,1,1
AT1G08087,0,0,0,0,1,0,0,0,0,1
AT5G38020,0,0,0,0,1,0,0,1,0,1
AT1G48325,0,0,0,0,1,0,0,0,1,1
AT3G44310,0,0,0,0,1,0,0,1,1,1
AT3G10930,0,0,0,0,1,0,0,0,1,1
AT4G36950,0,0,0,0,1,0,0,0,0,1
AT3G27250,0,0,0,0,1,0,0,0,1,1
AT5G13220,0,0,0,0,1,0,0,0,0,1
AT1G52410,0,0,0,0,1,0,0,0,1,1
AT3G26460,0,0,0,0,1,0,0,0,0,1
AT1G33100,0,0,0,0,1,0,0,1,0,1
AT5G04120,0,0,0,0,1,0,0,0,1,1
AT4G15248,0,0,0,0,1,0,0,0,1,1
AT4G39950,0,0,0,0,1,0,0,0,1,1
AT5G47980,0,0,0,0,1,0,0,1,0,1
AT2G01530,0,0,0,0,1,0,0,0,0,1
AT5G42930,0,0,0,0,1,0,0,0,1,1
AT5G66170,0,0,0,0,1,0,0,0,1,1
AT1G63180,0,0,0,0,1,0,0,0,0,1
AT5G27420,0,0,0,0,1,0,0,0,1,1
AT1G78490,0,0,0,0,1,0,0,1,0,1
AT4G00883,0,0,0,0,1,0,0,0,0,1
AT4G33550,0,0,0,0,1,0,0,1,1,1
AT4G39770,0,0,0,0,1,0,0,0,1,1
AT1G06045,0,0,0,0,1,0,0,0,0,1
AT5G59860,0,0,0,0,1,0,0,0,0,1
AT3G59480,0,0,0,0,1,1,0,0,1,1
AT2G04038,0,0,0,0,1,0,0,0,1,1
AT2G18210,0,0,0,0,1,0,0,0,1,1
AT4G14060,0,0,0,0,1,0,0,0,1,1
AT5G14895,0,0,0,0,1,0,0,0,0,0
AT5G48540,0,0,0,0,1,0,0,0,1,1
AT1G28230,0,0,0,0,1,0,0,0,0,1
AT2G18970,0,0,0,0,1,0,0,0,0,0
AT5G13080,0,0,0,0,1,0,0,0,1,1
AT3G15635,0,0,0,0,1,1,0,0,0,0
AT2G19190,0,0,0,0,1,0,0,0,1,0
AT2G46660,0,0,0,0,1,0,0,0,0,1
AT3G53980,0,0,0,0,1,0,0,1,1,1
AT2G25900,0,0,0,0,1,0,0,0,0,1
AT5G09990,0,0,0,0,1,0,0,0,0,1
AT1G04330,0,0,0,0,1,0,0,0,0,1
AT5G38800,0,0,0,0,1,0,0,0,1,1
AT1G18970,0,0,0,0,1,0,0,1,1,1
AT5G05735,0,0,0,0,1,0,0,0,1,1
AT2G44578,0,0,0,0,1,0,0,0,1,1
AT2G31082,0,0,0,0,1,0,0,0,0,1
AT3G21520,0,0,0,0,1,0,0,0,0,0
AT1G63580,0,0,0,0,1,0,0,0,1,0
AT5G15960,0,0,0,0,1,0,0,0,0,1
AT3G15450,0,0,0,0,1,0,0,0,1,0
AT3G45638,0,0,0,0,1,0,0,0,0,1
AT5G59080,0,0,0,0,1,0,0,0,0,1
AT2G08340,0,0,0,0,1,0,0,0,0,1
AT2G22330,0,0,0,0,1,1,0,0,1,1
AT2G08915,0,0,0,0,1,0,0,0,1,1
AT4G16190,0,0,0,0,1,0,0,0,1,1
AT1G44090,0,0,0,0,1,0,0,0,1,0
AT2G40460,0,0,0,0,1,0,0,0,1,1
AT4G20000,0,0,0,0,1,0,1,1,1,1
AT5G44565,0,0,0,0,1,0,0,0,1,0
AT5G22270,0,0,0,0,1,0,0,0,1,1
AT3G16470,0,0,0,0,1,0,0,0,1,1
AT1G64370,0,0,0,0,1,0,0,0,1,1
AT3G03105,0,0,0,0,1,0,0,0,0,1
AT5G55970,0,0,0,0,1,0,0,0,1,1
AT1G60470,0,0,0,0,1,0,0,0,0,0
AT1G76590,0,0,0,0,1,0,0,0,1,1
AT1G28480,0,0,0,0,1,0,0,0,0,1
AT3G09145,0,0,0,0,1,1,0,0,0,1
AT4G02360,0,0,0,0,1,0,0,0,0,1
AT1G55335,0,0,0,0,1,0,0,0,1,1
AT1G03790,0,0,0,0,1,0,0,0,1,0
AT4G23670,0,0,0,0,1,0,0,0,1,1
AT5G59220,0,0,0,0,1,0,0,0,1,1
AT3G59940,0,0,0,0,1,0,0,0,0,1
AT1G03660,0,0,0,0,1,0,0,0,1,1
AT3G04300,0,0,0,0,1,0,0,0,0,1
AT5G23830,0,0,0,0,1,0,0,0,1,1
AT1G47130,0,0,0,0,1,0,0,0,1,0
AT1G20030,0,0,0,0,1,0,0,0,1,1
AT1G61810,0,0,0,0,1,1,0,0,1,1
AT2G40200,0,0,0,0,1,0,0,1,0,1
AT3G53200,0,0,0,0,1,0,0,0,0,1
AT3G48320,0,0,0,0,1,0,0,0,1,1
AT2G15960,0,0,0,0,1,0,0,0,0,1
AT4G25780,0,0,0,0,1,0,0,0,0,1
AT1G14120,0,0,0,0,1,0,0,0,0,1
AT1G76600,0,0,0,0,1,0,0,0,1,1
AT1G78380,0,0,0,0,1,0,0,1,1,1
AT1G74458,0,0,0,0,1,0,0,0,0,1
AT3G09390,0,0,0,0,1,0,0,0,1,0
AT3G28917,0,0,0,0,1,0,0,0,0,1
AT1G67810,0,0,0,0,1,0,0,0,1,1
AT4G28420,0,0,0,0,1,0,0,1,1,1
AT5G02020,0,0,0,0,1,0,0,0,1,0
AT1G51820,0,0,0,0,1,0,0,1,1,0
AT3G05770,0,0,0,0,1,0,0,0,0,1
AT1G75785,0,0,0,0,1,0,0,0,0,0
AT1G02310,0,0,0,0,1,0,0,0,1,1
AT2G34610,0,0,0,0,1,0,0,0,1,1
AT1G49500,0,0,0,0,1,1,0,1,0,1
AT3G10815,0,0,0,0,1,0,0,1,1,1
AT4G37310,0,0,0,0,1,0,0,0,1,1
AT1G28330,0,0,0,0,1,0,0,0,0,0
AT3G46700,0,0,0,0,1,0,0,1,0,1
AT4G37220,0,0,0,0,1,0,0,0,0,0
AT5G51390,0,0,0,0,1,0,0,0,0,1
AT3G02495,0,0,0,0,1,0,0,0,0,1
AT1G78780,0,0,0,0,1,0,0,0,1,1
AT2G34420,0,0,0,0,1,0,0,0,0,1
AT5G14070,0,0,0,0,1,0,0,0,0,1
AT5G00965,0,0,0,0,1,0,0,0,0,0
AT2G32660,0,0,0,0,1,0,0,0,0,0
AT1G78410,0,0,0,0,1,0,0,0,1,1
AT5G51790,0,0,0,0,1,0,0,0,0,1
AT4G23680,0,0,0,0,1,0,0,0,1,1
AT4G34510,0,0,0,0,1,0,0,0,1,1
AT1G80180,0,0,0,0,1,0,0,0,1,1
AT2G45560,0,0,0,0,1,0,0,0,1,1
AT3G61890,0,0,0,0,1,0,0,0,1,1
AT5G60890,0,0,0,0,1,0,0,0,1,1
AT2G18680,0,0,0,0,1,0,0,0,1,0
AT4G08015,0,0,0,0,1,0,0,0,0,1
AT1G63245,0,0,0,0,1,0,0,0,1,1
AT3G24310,0,0,0,0,1,0,0,0,1,1
AT1G77520,0,0,0,0,1,0,0,0,1,1
AT1G07847,0,0,0,0,1,0,0,0,0,0
AT1G73290,0,0,0,0,1,0,0,0,1,1
AT1G76080,0,0,0,0,1,0,0,0,0,1
AT2G29320,0,0,0,0,1,0,0,0,1,1
AT3G49130,0,0,0,0,1,0,0,0,1,1
AT5G42580,0,0,0,0,1,0,0,1,1,1
AT4G37050,0,0,0,0,1,0,0,0,0,1
AT4G33610,0,0,0,0,1,0,0,0,1,1
AT1G62975,0,0,0,0,1,0,0,1,1,1
AT2G23680,0,0,0,0,1,0,0,0,1,1
AT1G65970,0,0,0,0,1,0,0,0,1,1
AT2G25200,0,0,0,0,1,0,0,0,1,1
AT1G56300,0,0,0,0,1,0,0,0,1,1
AT1G35260,0,0,0,0,1,0,0,0,1,1
AT4G29110,0,0,0,0,1,0,0,0,1,1
AT3G12320,0,0,0,0,1,0,0,0,1,1
AT4G21840,0,0,0,0,1,1,0,0,0,1
AT5G57640,0,0,0,0,1,0,0,0,0,1
AT3G02150,0,0,0,0,1,0,0,0,0,1
AT2G03980,0,0,0,0,1,0,0,1,0,1
AT1G15010,0,0,0,0,1,0,0,0,0,0
AT1G22480,0,0,0,0,1,0,0,0,0,0
AT3G22275,0,0,0,0,1,0,0,0,0,1
AT1G45145,0,0,0,0,1,0,0,0,1,1
AT1G35180,0,0,0,0,1,0,0,0,1,1
AT4G25400,0,0,0,0,1,0,0,0,1,1
AT4G17500,0,0,0,0,1,0,0,0,1,1
AT1G55775,0,0,0,0,1,0,0,0,1,1
AT1G03700,0,0,0,0,1,0,0,0,1,1
AT3G08645,0,0,0,0,1,0,0,0,0,0
AT4G15230,0,0,0,0,1,0,0,1,1,1
AT1G64660,0,0,0,0,1,0,0,0,1,1
AT1G67195,0,0,0,0,1,0,0,1,0,1
AT3G26210,0,0,0,0,1,0,0,0,1,1
AT3G14660,0,0,0,0,1,0,0,0,1,1
AT2G18700,0,0,0,0,1,0,0,0,1,1
AT4G37150,0,0,0,0,1,1,0,0,0,1
AT4G34135,0,0,0,0,1,0,0,0,1,1
AT4G11320,0,0,0,0,1,0,0,0,1,1
AT3G55090,0,0,0,0,1,0,0,0,1,1
AT1G10220,0,0,0,0,1,0,0,0,1,1
AT5G26290,0,0,0,0,1,0,0,0,1,1
AT1G76680,0,0,0,0,1,0,0,0,1,1
AT4G27700,0,0,0,0,1,0,0,0,0,1
AT1G72140,0,0,0,0,1,0,0,0,0,1
AT3G29240,0,0,0,0,1,0,0,0,1,1
AT3G50280,0,0,0,0,1,0,0,1,0,1
AT3G27884,0,0,0,0,1,0,0,1,0,1
AT5G54300,0,0,0,0,1,0,0,0,1,1
AT3G23240,0,0,0,0,1,0,0,0,0,1
AT2G02060,0,0,0,0,1,0,0,1,1,1
AT3G50260,0,0,0,0,1,0,0,1,1,1
AT4G28940,0,0,0,0,1,0,0,0,1,1
AT3G48100,0,0,0,0,1,0,0,0,0,1
AT3G22060,0,0,0,0,1,0,0,0,1,1
AT1G08920,0,0,0,0,1,0,0,0,1,1
AT3G26510,0,0,0,0,1,0,0,0,0,1
AT1G18382,0,0,0,0,1,0,0,0,1,0
AT4G09225,0,0,0,0,1,0,0,0,0,1
AT3G10020,0,0,0,0,1,0,0,0,1,1
AT1G54160,0,0,0,0,1,0,0,0,1,1
AT2G08750,0,0,0,0,1,0,0,0,0,0
AT2G38790,0,0,0,0,1,0,0,0,0,1
AT2G30615,0,0,0,0,1,0,0,0,0,1
AT3G16400,0,0,0,0,1,0,0,1,0,1
AT2G25735,0,0,0,0,1,0,0,0,0,0
AT1G10480,0,0,0,0,1,0,0,0,1,1
AT3G45700,0,0,0,0,1,0,0,0,1,1
AT4G29930,0,0,0,0,1,0,0,0,1,1
AT2G44480,0,0,0,0,1,0,0,0,0,1
AT3G25820,0,0,0,0,1,0,0,0,1,1
AT1G76480,0,0,0,0,1,0,0,0,0,1
AT2G37970,0,0,0,0,1,0,0,1,1,1
AT2G29120,0,0,0,0,1,0,0,0,1,1
AT5G64905,0,0,0,0,1,0,0,0,1,1
AT1G08900,0,0,0,0,1,0,0,0,0,0
AT1G32970,0,0,0,0,1,0,0,0,0,1
AT5G63450,0,0,0,0,1,0,0,0,0,1
AT1G35515,0,0,0,0,1,0,0,0,0,1
AT1G23390,0,0,0,0,1,1,0,1,1,1
AT5G51810,0,0,0,0,1,0,0,1,0,1
AT3G43110,0,0,0,0,1,0,0,0,1,1
AT2G37430,0,0,0,0,1,0,0,0,1,0
AT1G10385,0,0,0,0,1,0,0,0,0,0
AT3G01175,0,0,0,0,1,0,0,0,0,0
AT3G55840,0,0,0,0,1,0,0,0,1,1
AT1G59530,0,0,0,0,1,0,0,0,1,1
AT1G44446,0,0,0,0,1,0,0,0,1,1
AT4G13195,0,0,0,0,1,0,0,0,1,1
AT4G00305,0,0,0,0,1,0,0,0,1,1
AT3G55290,0,0,0,0,1,0,0,0,0,0
AT1G66173,0,0,0,0,1,0,0,0,0,0
AT1G62570,0,0,0,0,1,0,0,0,1,1
AT3G54500,0,0,0,0,1,0,0,0,0,1
AT3G29035,0,0,0,0,1,0,0,1,1,1
AT1G32928,0,0,0,0,1,0,0,0,1,1
AT1G16130,0,0,0,0,1,0,0,0,1,1
AT1G16370,0,0,0,0,1,0,0,0,0,1
AT2G22880,0,0,0,0,1,0,0,0,1,1
AT2G30220,0,0,0,0,1,0,0,0,1,1
AT2G22770,0,0,0,0,1,0,0,0,0,1
AT2G29420,0,0,0,0,1,0,0,1,1,1
AT2G31730,0,0,0,0,1,0,0,0,0,1
AT3G03800,0,0,0,0,1,0,0,0,1,0
AT2G04100,0,0,0,0,1,0,0,0,1,1
AT1G51640,0,0,0,0,1,0,0,0,1,1
AT1G69600,0,0,0,0,1,0,0,1,1,1
AT3G03265,0,0,0,0,1,0,0,0,0,0
AT1G09287,0,0,0,0,1,0,0,0,0,1
AT2G26690,0,0,0,0,1,0,0,0,1,1
AT5G49525,0,0,0,0,1,0,0,0,0,1
AT3G04640,0,0,0,0,1,0,0,0,1,1
AT5G67180,0,0,0,0,1,0,0,0,1,1
AT5G02760,0,0,0,0,1,0,0,0,0,1
AT3G47470,0,0,0,0,1,0,0,0,0,1
AT5G44390,0,0,0,0,1,0,0,0,1,1
AT5G07010,0,0,0,0,1,0,0,0,1,1
AT3G49790,0,0,0,0,1,0,0,0,0,0
AT3G60540,0,0,0,0,1,0,0,0,1,1
AT1G31750,0,0,0,0,1,0,0,1,0,1
AT2G08780,0,0,0,0,1,0,0,0,1,0
AT2G47400,0,0,0,0,1,0,0,0,0,0
AT3G51600,0,0,0,0,1,0,0,0,0,1
AT2G21320,0,0,0,0,1,0,0,0,1,1
AT3G14770,0,0,0,0,1,0,0,0,1,1
AT1G72920,0,0,0,0,1,0,0,0,1,1
AT2G29310,0,0,0,0,1,0,0,0,0,1
AT1G17310,0,0,0,0,1,0,0,0,1,1
AT4G28290,0,0,0,0,1,0,0,0,0,1
AT1G76410,0,0,0,0,1,0,0,0,0,1
AT4G35480,0,0,0,0,1,0,0,0,1,1
AT5G49690,0,0,0,0,1,0,0,0,1,1
AT1G53950,0,0,0,0,1,0,0,0,0,1
AT3G52790,0,0,0,0,1,0,0,1,1,1
AT1G09180,0,0,0,0,1,0,0,0,1,1
AT1G76070,0,0,0,0,1,0,0,1,1,1
AT5G65870,0,0,0,0,1,0,0,1,1,1
AT3G15353,0,0,0,0,1,0,0,0,1,1
AT3G10500,0,0,0,0,1,0,0,0,1,1
AT2G46220,0,0,0,0,1,0,0,0,0,1
AT3G07205,0,0,0,0,1,0,0,0,0,0
AT3G54830,0,0,0,0,1,0,0,0,1,1
AT5G57010,0,0,0,0,1,0,0,0,1,1
AT1G47760,0,0,0,0,1,0,0,0,1,1
AT4G15760,0,0,0,0,1,0,0,1,1,1
AT5G12280,0,0,0,0,1,0,0,0,1,1
AT1G27730,0,0,0,0,1,0,0,0,1,1
AT5G44700,0,0,0,0,1,0,0,1,1,1
AT4G37410,0,0,0,0,1,0,0,0,1,1
AT5G21940,0,0,0,0,1,0,0,0,0,1
AT2G16990,0,0,0,0,1,0,0,0,1,1
AT2G25820,0,0,0,0,1,0,0,0,0,1
AT1G21110,0,0,0,0,1,0,0,0,0,1
AT5G43175,0,0,0,0,1,0,0,0,1,0
AT1G53620,0,0,0,0,1,0,0,0,1,1
AT4G00880,0,0,0,0,1,0,0,0,1,1
AT4G37010,0,0,0,0,1,0,0,0,1,1
AT4G03540,0,0,0,0,1,0,0,0,1,1
AT2G43670,0,0,0,0,1,0,0,0,1,1
AT4G34120,0,0,0,0,1,0,0,0,1,1
AT3G03170,0,0,0,0,1,0,0,0,1,1
AT5G44400,0,0,0,0,1,0,0,0,1,1
AT5G48000,0,0,0,0,1,0,0,1,0,1
AT1G05065,0,0,0,0,1,0,0,0,1,0
AT1G65510,0,0,0,0,1,0,0,0,1,1
AT1G17380,0,0,0,0,1,0,0,0,1,1
AT3G49160,0,0,0,0,1,0,0,0,1,1
AT2G43390,0,0,0,0,1,0,0,0,1,1
AT2G08440,0,0,0,0,1,0,0,0,0,0
AT2G31180,0,0,0,0,1,0,0,0,0,1
AT1G70810,0,0,0,0,1,0,0,0,1,1
AT3G07970,0,0,0,0,1,0,0,0,1,1
AT3G23080,0,0,0,0,1,0,0,0,0,1
AT5G46845,0,0,0,0,1,0,0,0,0,0
AT1G31710,0,0,0,0,1,0,0,0,0,1
AT3G54640,0,0,0,0,1,0,0,0,1,1
AT2G01580,0,0,0,0,1,0,0,0,1,1
AT2G29950,0,0,0,0,1,0,0,0,1,1
AT4G30660,0,0,0,0,1,0,0,0,0,1
AT5G56620,0,0,0,0,1,0,0,0,1,1
AT5G49700,0,0,0,0,1,0,0,0,1,0
AT3G05937,0,0,0,0,1,0,0,0,1,1
AT3G47500,0,0,0,0,1,0,0,0,1,1
