atID,wtlp6-wthp6,wthp5-wthp6,wtlp5-wthp6,wtal-wthp6,wtfe-wthp6,stop1lp6-stop1hp6,stop1hp5-stop1hp6,stop1lp5-stop1hp6,stop1al-stop1hp6,stop1fe-stop1hp6
AT1G53640,0.016448594,0.250468374,-0.252453552,-0.269482882,0.424558262,0.408059442,-0.030134189,-0.058330798,-0.246874394,0.060180773
AT1G53645,0.003582567,-0.122092157,-0.066624492,-0.082106875,-0.247981953,-0.065568965,-0.009503779,-0.136546535,-0.246379947,-0.18754122
AT1G53650,-0.038333801,-0.045032447,-0.14541641,0.014637254,-0.01289552,0.005723291,-0.025270795,-0.140195019,0.095890231,0.014909156
AT1G53660,0.131982667,0.008051309,-0.078602778,-0.028680229,0.005150679,-0.199301462,-0.181896634,-0.093248667,-0.572349041,-0.053247843
AT1G53670,0.042138097,0.074121301,0.067536617,0.036528946,0.342388864,0.257281223,0.027645571,0.244971474,0.430543784,0.306616319
AT1G53680,0.153768526,0.095051518,0.093504204,0.118728053,0.205722418,0.015607832,-0.175310451,-0.167516845,-0.54344866,0.041911484
AT1G53700,-0.041073335,0.115596999,0.005925684,-0.318756216,-0.268595607,-0.357686975,-0.311201935,-0.08475868,-0.623317337,-0.071185638
AT1G53708,0.148181585,0.453946294,0.490146511,-0.221899273,0.392306535,0.288691742,0.040541089,0.299774281,-0.150486435,0.049481113
AT1G53710,0.038295916,0.100528254,0.103691507,0.078232535,0.017692225,0.026542412,0.025302749,0.001823308,-0.017566239,-0.020186798
AT1G53720,0.1211,0.071531984,0.132392153,-0.028035321,-0.174177327,0.070617775,0.018792141,0.004859224,-0.050324486,-0.092273261
AT1G53730,0.024108062,0.131679837,0.097233872,0.121818972,-0.110707782,0.126376903,0.077310188,-0.021861835,0.126591755,0.024072139
AT1G53750,-0.058525493,-0.017219893,-0.007247391,0.055498173,0.088932356,-0.042582417,-0.026081344,-0.031008939,0.342448406,0.146537976
AT1G53760,-0.132238831,-0.127278071,-0.123703575,-0.096847759,-0.013214362,-0.103989813,-0.099534064,-0.19682922,-0.162130597,-0.063984779
AT1G53770,0.051317789,0.000803785,0.035173417,0.115122318,0.100844045,0.051829355,0.083811576,0.164766582,0.251932893,0.08181602
AT1G53780,0.248527269,0.128844784,0.337618588,0.220740799,0.026115221,-0.03881848,0.186441465,0.071090612,0.395115653,-0.076367734
AT1G53790,0.211530978,0.290193902,0.173441654,0.237578327,0.054658874,0.113009497,-0.021059199,0.045366458,0.107710019,-0.01597082
AT1G53800,0.011868847,-0.081773977,0.062089233,-0.081591557,-0.174497768,0.145881248,0.03740244,-0.053033175,-0.041317622,0.096004086
AT1G53830,0.147602551,0.165980193,0.192459322,0.15473279,0.251305574,-0.117678441,0.13067559,0.47017128,0.33147058,0.441668178
AT1G53840,0.108007165,-0.003944602,0.011326433,0.190905148,-0.037054852,0.027492964,0.022546002,0.125398888,0.570852164,0.0459604
AT1G53850,-0.110053811,-0.060981453,-0.054406118,-0.051477006,0.155680162,-0.034358844,-0.123165662,-0.052112331,0.07744168,0.078968231
AT1G53860,-0.230452428,-0.086888272,-0.028259468,0.109376187,-0.062552144,-0.100583004,-0.35882245,-0.061198153,-0.110400711,-0.158199351
AT1G53887,-0.125098636,-0.321431616,-0.321812452,-0.60616188,-0.216405164,-0.070128644,-0.455265967,-0.519544988,-0.723075864,-0.485315904
AT1G53910,-0.054941699,-0.045082716,-0.167198765,-0.016214688,0.094097553,0.034161145,-0.054545533,-0.065278227,-0.018970949,-0.025884238
AT1G53920,-0.013471148,0.087349084,0.080885202,-0.072350044,0.392862589,-0.017971371,-0.038055424,0.052253299,-0.027995123,0.156354404
AT1G53940,0.141342398,0.105924461,-0.16215269,-0.44120393,-0.478432598,0.093777172,-0.09113279,0.130701877,-0.747636642,-0.528761791
AT1G53950,-0.040929915,-0.069086693,-0.073141495,-0.065915245,0.660404604,-0.045757691,-0.035373751,0.021731384,0.143152316,0.509116634
AT1G53970,0.028966709,0.148539975,0.10672713,0.149371041,0.727204627,-0.039329103,-0.07042118,-0.013920061,0.799881568,0.40514527
AT1G53980,-0.324393113,0.238658829,-0.168795079,-0.042555838,0.276160839,-0.305729442,-0.336468252,-0.239463358,0.096317589,0.281876669
AT1G53990,0.052564661,0.162006762,0.220113873,0.182438562,0.460558386,-0.007173886,0.199710299,0.23220742,0.775960987,0.233952907
AT1G54000,-0.003999195,-0.146764422,-0.133562712,-0.344585179,0.314443819,0.124722662,-0.08061347,0.021146684,-0.354947983,0.321984524
AT1G54010,-0.013143411,-0.002414827,0.019525424,-0.383657345,0.346876361,0.085506963,-0.057858899,0.143301881,-0.489144723,0.199488416
AT1G54020,-0.185224617,-0.013123398,0.227218733,-0.128361102,0.020059935,-0.019478096,0.108985497,0.109865934,-0.135673008,0.449791222
AT1G54030,-0.05685614,-0.051790636,-0.009277488,-0.154125399,0.346384712,0.084402093,-0.046684775,0.064509306,-0.108820143,0.413411002
AT1G54050,-0.117314889,-0.051404309,0.020645107,0.574149384,-0.044395484,-0.304643474,-0.260213774,0.14507542,-0.293774538,-0.070678315
AT1G54060,0.089429023,0.049515725,0.003915234,-0.003770921,0.085251009,-0.020055639,-0.109885714,-0.106141066,-0.061320509,-0.047321064
AT1G54080,-0.088085986,-0.117620932,-0.156211452,-0.042324526,-0.041021504,0.098269015,0.016035458,0.029123589,0.096387744,-0.003031888
AT1G54090,0.076652469,-0.000612679,0.02633754,0.041818582,0.143883638,0.001029113,0.018700879,0.015711997,0.178898933,0.095134088
AT1G54095,0.146107796,-0.012340215,0.061510628,0.105116212,0.616930396,0.203020881,0.015455593,0.262201662,0.582538073,0.796090593
AT1G54100,-0.000794525,0.016748685,0.126829644,0.197041755,0.367451584,-0.050087214,0.013302123,0.187482706,0.576674382,0.376752494
AT1G54110,0.117224559,-0.092023474,-0.152710515,-0.052001179,0.026175092,0.028896505,0.076582218,-0.027557415,0.098588985,0.071158676
AT1G54115,0.042186347,0.016182697,0.009170271,0.062311386,0.224893585,0.033011818,0.0463441,0.106721611,0.453740279,0.160156616
AT1G54120,-0.040561819,0.039813545,0.01443625,-0.197947471,0.397196796,-0.028361063,-0.110992972,0.109569067,-0.080061017,0.261327674
AT1G54130,-0.004707853,0.07462444,0.124403678,0.139348546,0.235964114,-0.051821162,0.005734018,0.124051484,0.376377304,0.196537443
AT1G54140,0.138601935,-0.090115932,-0.143840831,-0.003928651,-0.19136391,0.163824872,0.094884366,0.106206894,0.013114083,0.041373969
AT1G54150,0.076387602,0.076827069,0.064141545,0.111682833,0.041447529,-0.087628033,0.007045596,-0.062786193,0.142527198,0.020277415
AT1G54160,-0.014666229,-0.101468335,-0.084593482,0.209405553,0.695402644,-0.057854966,-0.062868611,-0.129322836,0.445028359,0.572598298
AT1G54170,0.029205495,0.008101545,0.076401937,0.124746378,0.013459764,-0.050666935,0.036990356,-0.01359906,0.183178897,-0.05489942
AT1G54180,0.151581583,0.039105143,0.140759931,0.031045641,0.038107442,-0.042131851,0.09487455,0.04080237,0.062472203,-0.05112032
AT1G54200,0.145061463,-0.019995625,0.061780088,0.075991133,-0.000319271,0.251660805,0.186354419,0.140541181,0.551523719,0.111554659
AT1G54210,-0.015343726,-0.045260917,-0.048646213,-0.064894955,0.302900588,0.237024879,0.085450805,0.166853871,0.231333654,0.408354152
AT1G54215,-0.42866418,-0.242539448,-0.221901569,-0.319440518,-0.513328378,0.619461281,0.487638689,0.2588493,-0.267909061,0.194835753
AT1G54217,-0.007527281,0.080422864,-0.060538884,-0.083350431,0.302661443,-0.028875461,-0.083418117,-0.005501361,-0.145503726,0.045938684
AT1G54220,-0.019874942,-0.086259522,-0.070648753,-0.160147724,-0.389637856,-0.016070896,0.013641164,-0.039795654,-0.168918491,-0.199076214
AT1G54250,-0.157953309,-0.227495519,-0.20451304,-0.237111565,-0.096256601,-0.076819946,-0.150710931,-0.141254964,-0.295105069,-0.121839444
AT1G54260,0.125314439,0.064643992,-0.001664434,0.170824011,0.024953136,0.111719083,0.118583143,0.126632128,0.253487945,0.07131357
AT1G54270,-0.071889925,-0.078848801,-0.064788067,0.060524138,0.080718358,-0.02950727,0.016130222,0.007607597,0.251075831,0.104924987
AT1G54290,-0.018171716,0.008761376,0.027783437,0.156213084,0.249411204,0.26563877,0.041988561,0.080627457,0.166686165,0.083234035
AT1G54310,0.075206286,-0.085796413,-0.115794269,-0.018423753,-0.203783548,-0.086759772,-0.168732852,-0.16013944,-0.168200363,-0.19189145
AT1G54320,0.013017656,0.049231029,-0.024193031,0.038125801,0.089664074,-0.014282018,-0.06978831,-0.00461512,0.12867318,0.050253264
AT1G54330,-0.165875444,-0.252828894,-0.040350042,-0.20381517,-0.117969874,-0.069621432,-0.089297388,-0.241876214,-0.214774633,-0.267741326
AT1G54340,0.000994458,-0.020923273,-0.00909467,-0.110358793,-0.113030001,-0.044059305,-0.049951346,-0.168227662,-0.240769872,-0.086553317
AT1G54350,0.058713359,0.115913377,0.059085448,-0.00913662,-0.086290767,0.098235225,0.014366157,-0.033258676,0.192519782,-0.043477857
AT1G54360,0.081776372,-0.024691463,-0.025027852,-0.018389615,-0.137656969,0.18424928,0.125039444,0.204365816,0.056419538,0.019232308
AT1G54370,0.080039897,0.003801117,0.041630412,0.045626127,-0.056356375,0.059075363,0.116793999,0.138901123,0.263732998,-0.00286234
AT1G54380,0.142361879,-0.037880173,0.056738758,0.069057165,-0.172106185,-0.04566514,0.007283482,-0.024562199,-0.090518475,-0.114938527
AT1G54385,-0.101361325,-0.112379063,-0.045561881,0.023654615,0.033366454,-0.086354134,-0.066953259,-0.083801008,-0.064747239,-0.052330398
AT1G54390,-0.00944759,0.007524019,-0.058202166,-0.120319202,-0.082539476,0.057303503,0.040773331,-0.020477283,-0.088233067,-0.012943131
AT1G54400,0.064028247,-0.005102931,0.031478345,-0.317560139,0.215896861,-0.008698333,-0.276474598,-0.331265447,0.139884235,-0.199785771
AT1G54410,0.009976248,-0.013130247,-0.106324853,-0.28780873,-0.133851903,0.317911526,-0.036627827,0.103584807,-0.314335171,-0.017198683
AT1G54440,0.003804754,-0.044117581,0.134696086,-0.044236234,-0.166593779,0.108406092,0.159279594,0.030929869,0.041361475,-0.019009931
AT1G54450,0.039255247,0.228562773,0.142998507,0.065947392,-0.004655283,0.110098483,0.052078622,0.056026472,-0.22199477,-0.15335236
AT1G54460,-0.064573984,-0.015585398,0.020898529,-0.004718598,-0.132310279,0.091427194,-0.026932214,-0.085360087,-0.142456305,-0.079220824
AT1G54490,0.112676556,0.046263896,0.137879734,0.127703413,-0.135200675,-0.003701231,0.176501972,0.164326985,0.175528003,-0.023545191
AT1G54500,0.072005155,0.051626152,-0.027378689,0.00076719,0.367851014,0.407631696,-0.065513239,0.014062904,-0.233672094,0.250634762
AT1G54510,0.114253221,0.054586911,0.160654161,0.080515846,-0.123257574,-0.014870322,0.229770781,0.139488139,0.105841735,-0.06544922
AT1G54520,-0.000320791,-0.044006446,-0.009931673,-0.018285993,0.040661853,0.004178127,-0.07898609,0.00093353,0.136694076,0.188544549
AT1G54530,0.021427079,0.137489609,0.200952475,0.011013865,0.519655288,0.04902362,-0.082900174,0.119926528,-0.116326631,0.247184218
AT1G54540,-0.082543545,-0.069781228,-0.130090981,0.100835331,0.092125097,-0.017995982,-0.041655907,0.002208346,0.640512977,0.176726949
AT1G54570,0.002381826,-0.0460325,-0.044097473,-0.023984197,-0.293585848,-0.058287519,-0.025948505,-0.006674297,0.242277522,-0.187340257
AT1G54575,-0.152217298,-0.058136968,0.065645912,0.290554662,0.039583096,-0.175918918,-0.089034683,-0.021668014,0.211298197,-0.139233495
AT1G54580,-0.098222874,-0.032107391,-0.137900094,-0.220483832,0.003702747,0.01302555,-0.063492911,-0.065315587,-0.326183553,-0.045957631
AT1G54610,0.025737942,0.022682082,0.040534983,0.038224621,-0.074210089,-0.040600957,0.048033912,-0.045315616,0.015600827,-0.091080802
AT1G54630,-0.079681813,-0.021928618,-0.08150558,-0.101479016,0.079324396,-0.011051448,-0.091276241,-0.061870157,-0.18181151,-0.001077395
AT1G54650,-0.098132419,-0.056473099,-0.067534738,0.061334117,-0.079410001,0.047809376,0.007019414,-0.122587859,-0.001057736,-0.085451138
AT1G54680,-0.012339701,-0.095608067,0.026384457,-0.099477321,0.224122522,0.141657526,-0.039623529,0.003052836,-0.01222998,-0.048092561
AT1G54690,-0.152597781,-0.148791873,-0.125390379,-0.207766741,0.021226629,-0.082170635,-0.100248513,-0.129916379,-0.369351993,-0.001813555
AT1G54710,0.126315677,0.096924392,0.140598806,0.082131634,0.059721427,-0.051487814,-0.010395412,0.058575269,0.158596648,-0.012285316
AT1G54730,0.136775237,0.098044252,0.100253128,-0.059485661,0.035347878,0.014336825,0.133505627,0.185028677,-0.484583703,-0.132118147
AT1G54740,0.087992031,0.213666189,0.163998361,-0.11004084,-0.084557081,0.138207926,-0.024092584,0.048777535,-0.211777317,-0.042941581
AT1G54770,-0.143990253,-0.045003921,-0.048307028,-0.069174353,0.055441952,-0.090438765,-0.024448175,-0.08184389,-0.251355636,0.046571591
AT1G54773,0.020816749,-0.301116286,-0.00112941,0.179270519,-0.463106395,-0.158859092,-0.09217894,-0.070486757,-0.159491253,-0.367231765
AT1G54780,-0.099241741,0.279399768,-0.345971386,-0.054492018,0.114645792,-0.086637482,-0.283578459,-0.370799351,-0.442989533,-0.11424856
AT1G54790,-0.128726802,-0.013911289,-0.024617982,0.020519026,0.125535073,0.009423481,0.142658646,0.178721168,0.048363742,0.248314104
AT1G54820,-0.179046664,-0.075266266,-0.34414909,0.162888074,-0.588437018,-0.208236266,-0.238251542,-0.272013597,0.111574722,-0.255661229
AT1G54830,0.019087531,0.009592594,0.027417399,0.115740294,0.141445258,-0.021998239,0.032859026,0.089499469,0.272669078,0.271694424
AT1G54840,0.105197632,0.132154979,0.061339918,0.063590778,0.467219114,-0.088539445,-0.197999875,0.01824267,-0.194615308,-0.004748261
AT1G54850,-0.086054217,-0.01312684,-0.070447217,-0.16346675,0.069313835,0.069382875,-0.14483354,-0.111734636,-0.29186744,-0.000536692
AT1G54870,0,0.018122757,0.035673571,0.10433231,0.007098567,0.001124552,-0.005909777,-0.002043018,0.976941219,0.000266191
AT1G54890,0.019134293,-0.10114353,-0.169804665,-0.247972125,-0.357571408,-0.048164926,-0.351738291,-0.152769822,-0.412044087,-0.162990715
AT1G54920,0.161299388,0.027701449,0.08930099,0.076889156,-0.183414484,0.035467583,0.062307783,0.125183821,0.158075365,-0.109305379
AT1G54940,0.167498134,0.405725565,0.60333515,0.236253853,0.387592876,-0.138549696,0.082086174,0.203765069,-0.472170176,0.0115404
AT1G54950,-0.06144108,-0.416068712,-0.779938318,-0.212307144,-0.775487111,0.155133386,-0.353234865,-0.572685873,-0.798955627,-0.668708498
AT1G54960,-0.025686715,-0.089799463,-0.034020229,0.046599804,-0.310903012,0.048512449,0.019956097,-0.04182633,0.196855229,-0.100454271
AT1G54970,0.278179523,0.532778387,0.535386531,0.093690209,0.261947776,0.157574951,-0.076354417,0.097200444,-0.428303645,0.036348238
AT1G54990,-0.088750744,-0.045294725,-0.09789219,0.067538996,0.078001796,-0.118230891,-0.164114824,-0.209530916,0.026204575,-0.059998655
AT1G55000,0.105617032,-0.06199643,0.014389701,-0.016354091,0.191255991,0.235956945,0.142145143,0.196736931,0.149543543,0.27788462
AT1G55020,-0.054038407,0.019474706,0.027497007,0.031560118,0.404916593,-0.124843919,0.046087977,-0.004594154,0.133705018,0.469301485
AT1G55040,0.11444714,-0.027044548,0.142610484,-0.060258256,-0.297563484,-0.06117204,-0.023097502,0.000452395,-0.099921805,-0.234206837
AT1G55050,-0.14813338,-0.273048478,0.220884581,0.185137697,-0.232493565,0.218341462,0.191722434,-0.075300107,0.099786903,0.051919141
AT1G55080,-0.032797245,-0.038755465,-0.008170201,-0.104170394,-0.116795128,-0.093534731,-0.202994604,-0.191388998,-0.288357537,-0.174544632
AT1G55090,0.075538078,-0.003331914,0.062648526,0.011405323,-0.120230587,0.020985636,0.066187029,0.112259004,0.195183465,-0.027155861
AT1G55110,0.14556489,0.072659057,0.161329853,0.332369392,0.202343487,0.096070663,0.062005725,0.156371718,0.506396225,0.265144408
AT1G55120,-0.222998447,-0.363183475,-0.497304078,-0.372784192,-0.615142316,-0.132402721,-0.186140114,-0.219793039,-0.657465224,-0.594642148
AT1G55130,0.057833406,-0.054740983,0.01182289,0.05115669,-0.069165857,-0.029715935,-0.119863442,-0.08030514,-0.022485652,-0.074909594
AT1G55140,-0.131221894,-0.058115708,-0.141191886,-0.133707383,0.004703996,0.069657903,-0.060765834,-0.177063082,-0.252039308,-0.022170761
AT1G55150,-0.0266806,-0.074421187,0.025762984,-0.090491756,-0.084253149,-0.02217435,-0.04722992,-0.058355387,0.001625817,-0.099184744
AT1G55152,-0.033650264,-0.004160187,-0.004645239,-0.073007354,0.284957081,0.3641783,0.062091515,0.243326299,0.415225124,0.267948552
AT1G55160,-0.141024597,-0.024582358,-0.143940779,-0.1796242,0.004880371,0.011189861,-0.075339676,0.002232083,-0.159923256,-0.026195065
AT1G55170,-0.070362977,0.041809808,0.117476805,0.027318944,0.149986125,-0.058882678,-0.058843314,-0.055945774,0.040122668,-0.12200297
AT1G55180,0.004804674,0.047840953,0.20489993,-0.025566076,0.060781736,-0.144781642,0.06540712,0.150669826,0.242060261,0.07321407
AT1G55190,-0.072723767,0.084965722,-0.070146493,-0.144217783,0.102535598,0.050009666,-0.067225278,0.14105563,-0.137792588,0.093224708
AT1G55200,0.271553916,-0.005112214,0.249116648,0.230382906,-0.011836088,-0.112527952,0.00491492,0.032125176,0.586571273,-0.040769957
AT1G55205,-0.157467191,-0.168107554,-0.119813952,-0.172566542,0.094705125,-0.055648156,-0.027342775,-0.114341021,-0.273852364,0.07769712
AT1G55207,-0.261772159,-0.24214364,-0.251574632,0.066601989,0.254279964,-0.090639339,0.051789626,0.093931866,0.784084994,0.647661437
AT1G55210,-0.074126911,-0.020480238,-0.048412074,-0.023660441,0.188540734,-0.156331495,-0.085144631,-0.054789706,0.379071079,0.331762926
AT1G55230,0.003170981,0,0.009432868,0.031666973,0.117178337,0,0,0.12241614,1,0.553897867
AT1G55240,-0.097681655,-0.062270563,0.004774267,-0.02631214,0.448720611,-0.012886484,0.00620867,0.16324995,0.012781776,0.766910241
AT1G55250,0.163444198,0.109756091,0.209112248,0.141985575,-0.091862512,0.028347203,0.158416179,0.100124775,0.240862161,0.040834171
AT1G55260,-0.187717705,-0.142741247,-0.189039173,-0.032659454,0.287629154,-0.089382178,-0.198796171,-0.275998599,-0.00317225,0.117450041
AT1G55265,-0.028462948,0.066094254,0.075136341,0.002695632,0.194300026,0.123081475,0.190251468,0.552394716,0.143613037,0.517611183
AT1G55270,0.109814082,0.107818704,0.218324447,0.037438036,0.228880423,-0.04923905,0.034381543,0.051399173,-0.040008846,-0.082774302
AT1G55280,0.085421713,0.068207885,0.156240989,0.323087387,0.359005815,0.106064371,-0.120947214,0.133497999,0.223015564,0.337472624
AT1G55290,0.200231696,0.388566769,0.477285241,0.04913279,0.49972018,0.072840208,-0.087420343,0.173232556,-0.37308304,0.082788429
AT1G55300,-0.105690033,-0.062575134,0.024480767,0.031427007,0.178849847,0.009467406,-0.018543404,-0.008790844,-0.011256724,0.190188563
AT1G55310,0.164816901,0.084359974,0.103520783,0.156718772,0.100485723,0.064522931,0.168713213,0.173488242,0.340014248,0.115287536
AT1G55320,0.180988499,-0.011132796,-0.027338719,-0.261934776,-0.373253595,0.091803649,0.096623011,0.059698015,-0.318580876,-0.257674512
AT1G55325,0.142190762,0.040580133,0.239711562,0.112355541,-0.214957392,0.010890895,0.105997183,0.114744011,0.172152324,-0.084957419
AT1G55330,-0.054052714,0.06210908,0.000827958,0.025813361,0.20851207,0.006561354,0.076147706,0.096605868,0.412817297,0.326500187
AT1G55335,0.528050927,0.350026285,0.287337327,0.250153312,0.762380148,0.076227868,0.130054491,-0.107870391,0.047812628,0.239065797
AT1G55340,0.010236,0.095728335,0.085450687,0.077994604,0.140012047,-0.004651452,-0.027390033,-0.108153441,-0.031070334,0.015695376
AT1G55350,0.286364346,0.059234087,0.245151409,0.038915385,-0.273798073,-0.007713921,0.168944136,-0.005481689,-0.006569893,-0.206071937
AT1G55360,-0.011172755,0.074206365,0.043189031,0.007711499,-0.081578529,-0.055448443,-0.011484841,-0.002455117,-0.219404801,-0.188753865
AT1G55365,-0.02881661,0.127793795,-0.327837692,-0.179225652,0.199804146,0.143290762,-0.273415885,0.041904923,-0.397293004,-0.115057226
AT1G55380,0.146720908,-0.221634858,-0.284495704,-0.114447278,-0.361168466,0.24433857,0.194477143,-0.014772646,-0.25875242,-0.209727168
AT1G55390,-0.163427948,-0.335397812,-0.432370519,-0.304584086,-0.536270267,-0.058088544,-0.098550076,0.013824663,-0.486799288,-0.359352975
AT1G55420,0.214231848,-0.18863364,-0.094321837,-0.000198441,-0.224589205,0.086652711,0.191346225,0.02791488,-0.174814887,-0.207226166
AT1G55430,-0.188456326,-0.224610012,-0.323773813,-0.208060155,-0.384951334,-0.06122881,0.147577699,-0.052691257,-0.347796015,-0.201927924
AT1G55440,0.188617183,0.240382275,-0.00360296,0.403301896,-0.139287705,0.010725629,0.220246817,0.009893984,-0.334501568,-0.215918914
AT1G55450,-0.224682028,-0.251239756,-0.37845335,-0.230112654,0.315189049,-0.176009933,-0.20229569,-0.278427769,0.411742872,-0.057786793
AT1G55460,0.040824218,0.059157363,0.046409661,-0.007346892,0.025422,0.058763698,0.078360736,0.058421151,-0.031325502,0.084403675
AT1G55475,-0.046805592,0.046076189,-0.047720035,-0.050529332,0.021279066,0.035768389,-0.029502786,-0.040915564,-0.049834382,-0.146686047
AT1G55480,-0.03365464,0.248469887,-0.179837526,0.233307281,0.163396172,0.04613191,-0.092136477,-0.076985838,0.122430936,0.286680828
AT1G55490,-0.107495156,0.106030493,-0.088327878,0.038491455,-0.118662086,-0.068546161,0.007428445,-0.194294042,-0.275214748,-0.105503453
AT1G55500,0.001089767,0.006407534,0.114394183,0.113695499,0.147320351,-0.117249369,0.074523928,0.066056457,0.132071525,0.082636004
AT1G55510,0.057736551,0.060410302,0.072835437,0.22720943,0.367092165,0.114106016,0.029034519,0.12792106,0.643044528,0.207010763
AT1G55520,-0.042658419,0.079270845,0.076811149,-0.01449198,0.213196259,0.06103691,0.03134318,0.064042025,-0.037723046,0.011861238
AT1G55525,-0.026001256,-0.024335697,0.007923833,0.012829782,0.656324979,-0.039414247,-0.032719209,-0.014771177,0.944566321,0.731773291
AT1G55530,-0.030214375,0.000760744,0.04082788,0.15913861,0.068660225,-0.121311672,-0.103193912,0.040413883,0.35944268,0.111512949
AT1G55535,0.041317924,-0.055992727,-0.091366125,-0.020856885,-0.146631942,0.097921918,0.082670393,-0.117095083,-0.053839943,-0.102983661
AT1G55540,0.258680728,-0.011183467,0.217489419,0.092737336,-0.25776196,-0.040950875,0.096659649,-0.032672358,0.044558154,-0.162804947
AT1G55550,0.076257083,0.470627259,0.424370317,0.266004226,0.16094891,0.082440338,0.400904936,0.374858581,-0.320998514,0.14982303
AT1G55580,-0.090281775,-0.062149205,-0.001457474,0.202952824,-0.036548645,0.087769355,0.076182538,-0.056746795,0.537012975,0.123393726
AT1G55590,0.194553906,0.135385247,0.049331971,0.028189331,-0.060837785,0.008417031,0.026716033,0.065584149,0.013839999,-0.053940604
AT1G55610,0.033498005,-0.131958761,-0.051882834,0.055664479,-0.149707019,0.03496054,0.144222727,-0.035369794,0.442155671,-0.006043604
AT1G55620,0.029682677,0.063940771,0.088392016,0.082935977,-0.000283547,-0.026201511,-0.021235461,0.049270641,0.190940582,-0.029176814
AT1G55630,0.016290632,-0.08579794,-0.008978014,0.042085142,0.012700075,0.251562606,0.163359646,0.101491704,0.225512815,0.114494503
AT1G55640,-0.011242811,0.27963408,0.201279437,-0.094595383,0.005971086,0.040164665,0.481714969,0.119760586,-0.335929141,0.017059456
AT1G55670,-0.048835223,0.818309862,-0.105387034,0.232781358,-0.054516386,-0.390074973,-0.186667703,-0.422221026,-0.429758473,-0.334148145
AT1G55675,-0.080361832,-0.173490774,-0.124495936,-0.090444322,0.263557558,0.143766702,-0.184778345,-0.11068056,-0.06024198,0.067497742
AT1G55680,0.007987436,0.079999552,0.065788541,0.122817199,0.074829632,0.024685631,0.043681773,0.002922358,0.263301818,0.042318602
AT1G55690,0.005167454,0.036238898,0.103917164,0.030881997,-0.140676443,0.056311362,0.074768607,0.015786274,0.133621792,-0.062345953
AT1G55700,-0.088271915,-0.549391873,-0.413617146,-0.505291371,-0.595492074,-0.097113705,-0.097742057,-0.303001297,-0.44217506,-0.429670409
AT1G55730,0.072786033,0.01009503,-0.016951011,0.006451997,0.125495687,0.046668726,0.032056103,0.091942632,0.056382595,0.082267838
AT1G55740,0.02524067,0.033079061,0.07500015,0.188510651,-0.069017324,-0.18099426,-0.008755112,-0.044550089,0.371934335,-0.12714652
AT1G55750,0.080215606,0.003776753,0.052430881,0.096722335,-0.124054726,-0.018200751,0.132944673,0.086777783,0.212342774,-0.016426306
AT1G55760,-0.086570318,-0.012171035,-0.048131689,0.081546683,-0.133447736,-0.111748715,-0.023581986,-0.064335566,-0.000176576,-0.087552969
AT1G55775,-0.076083662,-0.030519108,-0.081063516,0.091343885,0.243080363,-0.042692835,-0.035501326,0.029880212,0.940437838,0.315543207
AT1G55805,-0.150730013,-0.108066983,-0.163985007,-0.273737304,0.078668195,-0.039289061,-0.184259851,-0.145691405,-0.428283474,-0.034801853
AT1G55810,0.085600676,-0.083294167,0.021550476,0.114745713,-0.116605574,0.30304564,0.107155595,0.214223624,0.266299295,-0.079327724
AT1G55820,0.040206694,0.017376791,-0.026205553,0.050582812,-0.237922749,-0.038769399,0.130465019,0.004644399,0.180323202,-0.028382742
AT1G55830,0.023505517,0.106355073,-0.006188147,0.093662842,-0.141580891,-0.023097787,0.012476757,-0.018539714,0.114631575,-0.060224229
AT1G55840,0.011794806,0.011800057,0.071568885,-0.024322367,0.062700427,-0.045110141,-0.006913192,0.077054934,0.119341776,0.092697515
AT1G55850,0.046739014,0.105043781,0.235519755,0.060921721,0.224353484,-0.044651687,0.056790613,0.246855723,0.650965462,0.257305664
AT1G55860,0.294816859,0.061319985,0.402080714,0.167464418,-0.189229383,-0.059403442,0.160735638,0.074944383,0.237168297,-0.103004708
AT1G55870,-0.01587541,-0.044191064,-0.016080064,-0.059074562,-0.19007442,-0.04574896,0.155564632,-0.105152052,-0.09288478,-0.034951615
AT1G55880,0.219228969,0.102162023,0.00384511,-0.054673245,-0.049908337,0.084915748,0.014162278,0.076176491,-0.143656222,-0.084111303
AT1G55890,-0.136476519,-0.163718859,-0.123894475,-0.104891306,-0.134198288,0.037173009,0.128165451,-0.040965638,-0.035964102,0.019575693
AT1G55900,-0.105584574,-0.116574367,-0.079412977,-0.073343294,-0.15832605,-0.033616712,-0.006663606,-0.073548788,-0.100722341,-0.078401304
AT1G55910,-0.13248445,-0.009526506,-0.071906592,0.010166997,0.181289754,-0.07744282,-0.210175213,-0.239135212,-0.113419667,0.305837879
AT1G55915,0.092965263,-0.002834305,0.207631193,0.134123585,0.114580871,0.026128578,0.039345297,0.056423684,0.036695198,0.046410404
AT1G55920,-0.031360214,0.037630399,0.172972787,0.076458596,0.539152219,-0.053368432,0.017530945,0.288677313,0.39105082,0.664991961
AT1G55930,0.005810495,-0.0026418,0.143900896,0.03580724,-0.209565518,0.097361716,0.043707526,0.003223908,0.08758204,-0.006238579
AT1G55940,6.14E-06,0.009727003,0.086052407,0.526012397,0.415401464,0.017562102,0.079564547,0.177014184,0.761720676,0.390173543
