atID,-Pi_ph6/+Pi_pH6,+Pi_ph5/+Pi_pH6,-Pi_ph5/+Pi_pH6,+Al/+Pi_pH6,++Fe/+Pi_pH6
AT4G25310,0,-0.11443932411674347,-0.14669738863287252,-0.1336405529953917,-0.11674347158218126
AT5G22555,0,-0.11904761904761905,-0.22657450076804916,0,0
AT1G05650,0,-0.130568356374808,-0.12288786482334871,-0.15514592933947774,-0.1382488479262673
AT1G21210,0,-0.15745007680491552,-0.24731182795698928,-0.2427035330261137,-0.2903225806451613
AT5G37450,0,-0.15821812596006146,-0.2296466973886329,-0.3164362519201229,-0.2250384024577573
AT5G41300,0,-0.15975422427035332,-0.3279569892473118,-0.3033794162826421,-0.28264208909370203
AT3G60470,0,-0.16820276497695852,-0.28264208909370203,-0.2519201228878648,-0.22657450076804916
AT2G45360,0,-0.16897081413210446,-0.22043010752688175,-0.3486943164362519,-0.2089093701996928
AT2G02580,0,-0.16973886328725038,-0.22657450076804916,-0.2964669738863287,-0.30414746543778803
AT3G60270,0,-0.17588325652841783,-0.2749615975422427,0,0.10522273425499233
AT2G25410,0,-0.18356374807987713,-0.2619047619047619,-0.19969278033794163,-0.2196620583717358
AT4G07820,0,-0.2012288786482335,-0.22811059907834103,-0.21658986175115208,0
AT5G48430,0,-0.20737327188940094,-0.30721966205837176,-0.27572964669738864,-0.13133640552995393
AT4G19750,0,-0.22580645161290322,-0.4178187403993856,-0.5376344086021505,-0.3540706605222735
AT2G21900,0,-0.22734254992319508,-0.30184331797235026,-0.2619047619047619,-0.3978494623655914
AT1G33840,0,-0.22887864823348694,-0.3218125960061444,-0.3425499231950845,-0.43471582181259605
AT5G07760,0,-0.23271889400921658,-0.5453149001536098,-0.25729646697388636,-0.2634408602150538
AT1G08090,0,-0.2634408602150538,-0.3847926267281106,-0.45314900153609833,-0.5675883256528418
AT5G33355,0,-0.2780337941628264,-0.3548387096774194,-0.9447004608294932,-0.3617511520737327
AT5G23990,0,-0.2834101382488479,-0.3533026113671275,-0.5906298003072197,-0.4416282642089094
AT3G03670,0,-0.3172043010752688,-0.28648233486943164,-0.44009216589861755,-0.24116743471582183
AT4G19760,0,-0.3448540706605223,-0.370199692780338,-0.3717357910906298,-0.44700460829493094
AT4G23170,0,-0.5046082949308757,0,0,0.23195084485407066
AT3G05727,0,0,0.5261136712749616,0.6244239631336407,0
AT1G60830,0,0,0.3010752688172043,0.20967741935483872,0.27342549923195086
AT5G07560,0,0,0.2534562211981567,0.4078341013824885,0
AT5G06865,0,0,0.23425499231950844,0.39631336405529954,0.31259600614439326
AT4G13420,0,0,0.21121351766513058,0.6282642089093702,0.2834101382488479
AT1G44130,0,0,0.1935483870967742,0.2672811059907834,0.23655913978494625
AT1G63390,0,0,0.18817204301075272,0,0
AT2G43510,0,0,0.18817204301075272,0.39247311827956993,0.5583717357910906
AT3G29670,0,0,0.18356374807987713,0.20353302611367127,0.32411674347158215
AT1G76470,0,0,0.18202764976958527,0.1566820276497696,0.2380952380952381
AT4G28040,0,0,0.17588325652841783,0.1175115207373272,0.2695852534562212
AT1G08430,0,0,0.17434715821812596,0.42473118279569894,0.16282642089093705
AT4G30270,0,0,0.16282642089093705,0.33640552995391704,0.17050691244239632
AT2G11215,0,0,0.15821812596006146,0,0
AT4G23700,0,0,0.15745007680491552,0.16359447004608293,0.35944700460829493
AT1G71140,0,0,0.15360983102918588,0.4447004608294931,0.4723502304147466
AT3G01970,0,0,0.14592933947772657,0.17204301075268819,0.29493087557603687
AT1G76210,0,0,0.14516129032258066,0,0
AT2G29000,0,0,0.1443932411674347,0,0
AT1G69480,0,0,0.14208909370199693,0.17357910906298002,0.17050691244239632
AT2G26740,0,0,0.14055299539170507,0,0.16205837173579107
AT3G48580,0,0,0.13210445468509985,0.19201228878648235,0.2142857142857143
AT1G61550,0,0,0.13133640552995393,0.1827956989247312,0.11290322580645161
AT2G03360,0,0,0.1259600614439324,0.20430107526881722,0.26497695852534564
AT1G14520,0,0,0.1259600614439324,0.1497695852534562,0.13517665130568357
AT4G38420,0,0,0.1251920122887865,0.15821812596006146,0
AT3G61280,0,0,0.11981566820276499,0,0.2511520737327189
AT5G06860,0,0,0.11827956989247312,0.29877112135176653,0.2219662058371736
AT3G56620,0,0,0.1152073732718894,0.17434715821812596,0.11290322580645161
AT5G14780,0,0,0.11443932411674347,0.1328725038402458,0.18740399385560677
AT4G04990,0,0,0.11443932411674347,0.3579109062980031,0.4393241167434716
AT3G56080,0,0,0.11443932411674347,0,0.1827956989247312
AT1G68620,0,0,0.11367127496159754,0.19585253456221197,0.4539170506912443
AT1G05340,0,0,0.11213517665130568,0.2764976958525346,0.29877112135176653
AT1G23052,0,0,0.10906298003072197,0,0
AT4G14860,0,0,0.10675883256528418,0.09216589861751152,0.1175115207373272
AT4G08290,0,0,0.1044546850998464,0.09447004608294932,0.23118279569892472
AT3G29410,0,0,0.10368663594470047,0,0.08525345622119816
AT2G21510,0,0,0.10291858678955454,0.09600614439324118,0.10368663594470047
AT1G54940,0,0,0.10215053763440861,0,0.07526881720430108
AT2G43590,0,0,0.10138248847926268,0.3932411674347158,0.3686635944700461
AT2G39690,0,0,0.10138248847926268,0,0
AT5G38200,0,0,0.10061443932411675,0.21582181259600616,0.06758832565284179
AT4G08535,0,0,0.10061443932411675,0,0
AT4G00130,0,0,0.09907834101382489,0,0
AT1G63730,0,0,0.09831029185867896,0,0
AT2G30140,0,0,0.09754224270353302,0.16897081413210446,0.19738863287250383
AT3G28345,0,0,0.09600614439324118,0.10752688172043011,0.08525345622119816
AT1G22430,0,0,0.09523809523809525,0.1328725038402458,0.21505376344086022
AT5G48010,0,0,0.09523809523809525,0,0.16359447004608293
AT3G47740,0,0,0.09523809523809525,0,0
AT1G23540,0,0,0.09447004608294932,0,0
AT5G03860,0,0,0.0913978494623656,0.06989247311827958,0.16359447004608293
AT1G79860,0,0,0.0913978494623656,0,0.062211981566820285
AT4G28850,0,0,0.0890937019969278,0,0.08525345622119816
AT2G47530,0,0,0.0890937019969278,0,0.11213517665130568
AT1G72860,0,0,0.0890937019969278,0.09600614439324118,0
AT1G51830,0,0,0.08602150537634409,0.20737327188940094,0.05606758832565284
AT5G40860,0,0,0.08525345622119816,0,0.065284178187404
AT1G54970,0,0,0.08525345622119816,0,0
AT1G64930,0,0,0.08294930875576037,0.09523809523809525,0.07757296466973887
AT2G37670,0,0,0.08294930875576037,0,0
AT5G52790,0,0,0.08218125960061445,0.17204301075268819,0
AT1G68330,0,0,0.08141321044546852,0,0.10522273425499233
AT3G51750,0,0,0.08064516129032259,0.07910906298003073,0.07066052227342551
AT4G15765,0,0,0.08064516129032259,0,0.18894009216589863
AT1G77450,0,0,0.07987711213517666,0.09831029185867896,0.10752688172043011
AT3G49120,0,0,0.07757296466973887,0.2296466973886329,0.3118279569892473
AT1G59725,0,0,0.07757296466973887,0,0
AT3G54870,0,0,0.07603686635944701,0,0
AT5G08230,0,0,0.07526881720430108,0,0
AT3G21180,0,0,0.07450076804915515,0,0
AT1G70460,0,0,0.07373271889400922,0,0
AT3G07070,0,0,0.07373271889400922,0,0
AT4G15550,0,0,0.07373271889400922,0,0.14669738863287252
AT5G64260,0,0,0.07219662058371736,0.1390168970814132,0.07066052227342551
AT4G27290,0,0,0.07219662058371736,0,0.07680491551459294
AT1G09170,0,0,0.07142857142857144,0,0
AT4G09500,0,0,0.06912442396313365,0,0.07450076804915515
AT1G09530,0,0,0.06835637480798772,0.06989247311827958,0.06912442396313365
AT4G07960,0,0,0.06758832565284179,0,0.04685099846390169
AT3G63380,0,0,0.06758832565284179,0.16359447004608293,0.15591397849462366
AT1G79180,0,0,0.065284178187404,0.0629800307219662,0.1098310291858679
AT1G66180,0,0,0.065284178187404,0.2557603686635945,0.07373271889400922
AT5G53990,0,0,0.06451612903225806,0.09754224270353302,0.15130568356374807
AT5G49270,0,0,0.062211981566820285,0.04761904761904762,0.043010752688172046
AT3G57140,0,0,0.061443932411674354,0,0
AT2G46600,0,0,0.061443932411674354,0,0.09447004608294932
AT3G21250,0,0,0.06067588325652842,0,0
AT2G22920,0,0,0.05990783410138249,0.06451612903225806,0
AT5G47050,0,0,0.05990783410138249,0.08294930875576037,0.15360983102918588
AT2G21830,0,0,0.05913978494623656,0.05913978494623656,0.06067588325652842
AT5G36180,0,0,0.05913978494623656,0.05606758832565284,0.07373271889400922
AT4G34131,0,0,0.05837173579109063,0.05606758832565284,0.09293394777265745
AT1G55920,0,0,0.05837173579109063,0,0.12672811059907835
AT3G60330,0,0,0.05683563748079877,0.1443932411674347,0
AT4G23920,0,0,0.05683563748079877,0.09907834101382489,0.07219662058371736
AT1G10530,0,0,0.05606758832565284,0,0.05069124423963134
AT3G10960,0,0,0.05529953917050691,0.04915514592933948,0.10829493087557604
AT4G30960,0,0,0.05529953917050691,0.0783410138248848,0.09216589861751152
AT5G53420,0,0,0.05529953917050691,0.07450076804915515,0
AT5G57660,0,0,0.054531490015360985,0,0.15360983102918588
AT1G58360,0,0,0.054531490015360985,0,0
AT2G25490,0,0,0.053763440860215055,0.04915514592933948,0.04608294930875576
AT4G05200,0,0,0.052995391705069124,0.1259600614439324,0.1251920122887865
AT4G00460,0,0,0.0522273425499232,0,0
AT5G03670,0,0,0.0522273425499232,0,0.035330261136712754
AT5G22890,0,0,0.0522273425499232,0.0837173579109063,0.06451612903225806
AT3G30180,0,0,0.05145929339477727,0,0
AT1G10050,0,0,0.05145929339477727,0,0
AT1G53470,0,0,0.04992319508448541,0.04531490015360983,0.0445468509984639
AT4G19810,0,0,0.04992319508448541,0.16820276497695852,0.20276497695852536
AT5G63650,0,0,0.04992319508448541,0,0.035330261136712754
AT1G08840,0,0,0.04915514592933948,0,0
AT2G45750,0,0,0.04838709677419355,0,0
AT4G30560,0,0,0.04761904761904762,0.05913978494623656,0
AT5G50180,0,0,0.04685099846390169,0.09984639016897082,0.04761904761904762
AT5G60700,0,0,0.04685099846390169,0,0
AT1G61590,0,0,0.04685099846390169,0,0.09523809523809525
AT4G10380,0,0,0.043010752688172046,0,0
AT5G49890,0,0,0.042242703533026116,0.065284178187404,0.042242703533026116
AT1G53830,0,0,0.042242703533026116,0,0.0522273425499232
AT5G18170,0,0,0.041474654377880185,0.1497695852534562,0.09062980030721966
AT2G38860,0,0,0.041474654377880185,0.08218125960061445,0.14132104454685102
AT1G30110,0,0,-0.042242703533026116,-0.08448540706605223,-0.06758832565284179
AT5G13420,0,0,-0.04377880184331797,-0.07142857142857144,-0.12058371735791092
AT1G18210,0,0,-0.0445468509984639,0,0
AT1G49820,0,0,-0.04608294930875576,-0.054531490015360985,-0.05683563748079877
AT5G42720,0,0,-0.04685099846390169,0,0
AT4G15400,0,0,-0.04685099846390169,-0.062211981566820285,-0.042242703533026116
AT4G24310,0,0,-0.04761904761904762,-0.04992319508448541,0.0522273425499232
AT1G49230,0,0,-0.04761904761904762,0,0
AT4G26060,0,0,-0.04761904761904762,-0.065284178187404,0
AT3G51330,0,0,-0.04915514592933948,0.04531490015360983,0
AT1G71870,0,0,-0.04915514592933948,-0.042242703533026116,-0.17588325652841783
AT4G22270,0,0,-0.05069124423963134,-0.06682027649769585,0
AT1G35580,0,0,-0.05069124423963134,-0.0576036866359447,0
AT1G23150,0,0,-0.05069124423963134,-0.05683563748079877,0
AT3G29034,0,0,-0.05069124423963134,-0.07526881720430108,0
AT1G13930,0,0,-0.05145929339477727,-0.07066052227342551,0
AT3G07270,0,0,-0.0522273425499232,-0.05069124423963134,-0.07219662058371736
AT1G77280,0,0,-0.052995391705069124,-0.07066052227342551,-0.07066052227342551
AT3G01860,0,0,-0.052995391705069124,0,0
AT4G10550,0,0,-0.052995391705069124,0.04761904761904762,-0.08832565284178187
AT1G66200,0,0,-0.053763440860215055,-0.08755760368663594,-0.09754224270353302
AT1G80380,0,0,-0.054531490015360985,-0.05683563748079877,0
AT4G18340,0,0,-0.054531490015360985,-0.08141321044546852,-0.0967741935483871
AT1G07260,0,0,-0.054531490015360985,-0.04531490015360983,-0.05913978494623656
AT1G32380,0,0,-0.054531490015360985,-0.05529953917050691,-0.07066052227342551
AT1G08930,0,0,-0.05529953917050691,0,0
AT2G38310,0,0,-0.05529953917050691,0,0
AT1G73270,0,0,-0.05606758832565284,-0.0783410138248848,-0.06989247311827958
AT3G09290,0,0,-0.05606758832565284,-0.09907834101382489,-0.08525345622119816
AT1G02900,0,0,-0.05606758832565284,-0.08218125960061445,0
AT1G29270,0,0,-0.05606758832565284,0,-0.05606758832565284
AT2G35930,0,0,-0.05606758832565284,0,0
AT3G22840,0,0,-0.05606758832565284,-0.054531490015360985,0
AT3G06990,0,0,-0.0576036866359447,0,-0.054531490015360985
AT2G27660,0,0,-0.0576036866359447,-0.04915514592933948,0
AT1G60095,0,0,-0.0576036866359447,-0.09062980030721966,-0.13671274961597543
AT1G48500,0,0,-0.05913978494623656,-0.07066052227342551,-0.0783410138248848
AT4G01700,0,0,-0.05913978494623656,-0.08755760368663594,-0.043010752688172046
AT2G23610,0,0,-0.05913978494623656,0,0
AT5G45500,0,0,-0.05913978494623656,-0.07296466973886329,-0.0913978494623656
AT1G49160,0,0,-0.05990783410138249,-0.0967741935483871,-0.11827956989247312
AT5G14760,0,0,-0.061443932411674354,0,-0.10599078341013825
AT3G07195,0,0,-0.061443932411674354,0,0
AT1G64400,0,0,-0.061443932411674354,-0.05145929339477727,-0.05683563748079877
AT5G42010,0,0,-0.062211981566820285,0,0
AT1G52200,0,0,-0.062211981566820285,0,0.06374807987711213
AT5G01490,0,0,-0.062211981566820285,-0.04838709677419355,0
AT3G02140,0,0,-0.0629800307219662,-0.07373271889400922,-0.09062980030721966
AT3G54420,0,0,-0.0629800307219662,0,0.08141321044546852
AT1G31885,0,0,-0.06374807987711213,-0.05837173579109063,0
AT1G01600,0,0,-0.06374807987711213,0,0
AT4G12720,0,0,-0.06451612903225806,0,-0.03840245775729647
AT3G62210,0,0,-0.065284178187404,0,-0.1098310291858679
AT5G15130,0,0,-0.06605222734254992,0,0
AT1G22570,0,0,-0.06605222734254992,0,0
AT2G16660,0,0,-0.06682027649769585,0,-0.10829493087557604
AT2G44380,0,0,-0.06758832565284179,-0.08064516129032259,0
AT5G01100,0,0,-0.06758832565284179,0,-0.08294930875576037
AT4G37390,0,0,-0.06835637480798772,0,0
AT1G33610,0,0,-0.06835637480798772,-0.06682027649769585,-0.05529953917050691
AT1G24320,0,0,-0.06835637480798772,-0.09447004608294932,-0.04992319508448541
AT1G73600,0,0,-0.06912442396313365,-0.12442396313364057,-0.1858678955453149
AT5G24530,0,0,-0.06989247311827958,-0.07142857142857144,0
AT5G40780,0,0,-0.06989247311827958,-0.062211981566820285,0
AT2G35270,0,0,-0.07066052227342551,-0.0391705069124424,-0.0576036866359447
AT5G07390,0,0,-0.07066052227342551,-0.053763440860215055,0
AT2G21045,0,0,-0.07066052227342551,-0.11597542242703533,-0.041474654377880185
AT3G23175,0,0,-0.07066052227342551,-0.07757296466973887,0
AT4G14390,0,0,-0.07142857142857144,-0.05913978494623656,-0.08832565284178187
AT1G49320,0,0,-0.07142857142857144,-0.08986175115207373,0
AT5G25810,0,0,-0.07142857142857144,-0.1098310291858679,-0.06912442396313365
AT1G07610,0,0,-0.07142857142857144,-0.16666666666666666,-0.07142857142857144
AT3G47040,0,0,-0.07219662058371736,-0.07603686635944701,-0.05683563748079877
AT4G13510,0,0,-0.07373271889400922,0,0
AT3G49760,0,0,-0.07373271889400922,0,0
AT1G10550,0,0,-0.07373271889400922,0,-0.05990783410138249
AT5G45470,0,0,-0.07373271889400922,-0.07373271889400922,-0.1282642089093702
AT5G26280,0,0,-0.07373271889400922,-0.13440860215053763,0
AT5G03570,0,0,-0.07450076804915515,-0.1904761904761905,-0.12672811059907835
AT5G45480,0,0,-0.07450076804915515,-0.06682027649769585,-0.1152073732718894
AT5G45220,0,0,-0.07450076804915515,0,0
AT1G51890,0,0,-0.07526881720430108,0,0
AT5G12340,0,0,-0.07526881720430108,0,0.09754224270353302
AT5G60760,0,0,-0.07603686635944701,-0.10061443932411675,-0.09370199692780339
AT1G55120,0,0,-0.07603686635944701,-0.0522273425499232,-0.10599078341013825
AT2G39530,0,0,-0.07680491551459294,0,0
AT1G15640,0,0,-0.07757296466973887,-0.08602150537634409,-0.061443932411674354
